item_id	alpha	topic_vector
3736be93-0138-4aa2-b007-5eacf27f48ed	[2,2,2,2,20,2,2,2,2,20]	[0.01478094,0.11221862,0.00315825,0.01059542,0.40220276,0.07463643,0.03934445,0.00635492,0.01617791,0.32053030]
923d698a-c414-48e2-bf57-61e26b93c2cd	[2,2,2,2,20,2,2,2,2,20]	[0.03997611,0.02625139,0.06611015,0.00548544,0.39005401,0.01000932,0.07878741,0.04647095,0.02627488,0.31058032]
956917d2-f82f-411d-a89d-93dfb5cfdf28	[2,2,2,2,20,2,2,2,2,20]	[0.04202910,0.07039757,0.04050590,0.02844315,0.29512649,0.02743323,0.07074386,0.05627598,0.07748807,0.29155664]
b6b38f7f-0467-4844-a136-6240b0ce8e1c	[2,2,2,2,20,2,2,2,2,20]	[0.00587055,0.04847365,0.00764635,0.07121323,0.39976963,0.03642121,0.01046172,0.02895369,0.02525805,0.36593192]
3fad65b7-d157-47c3-9c88-61372d6f00c2	[2,2,2,2,20,2,2,2,2,20]	[0.07765279,0.01094390,0.01987887,0.02400887,0.41262915,0.02815868,0.04151011,0.07040177,0.03260698,0.28220889]
a0a9c977-a07c-4e24-acf3-4fd0717149f6	[2,2,2,2,20,2,2,2,2,20]	[0.06264636,0.07793803,0.04031770,0.01529818,0.28373186,0.07740250,0.04567421,0.02175021,0.00457952,0.37066142]
3a7a3950-0dee-4707-8edd-976172651738	[2,2,2,2,20,2,2,2,2,20]	[0.04298645,0.04857573,0.01417174,0.02202865,0.42229465,0.00171267,0.02181935,0.00684405,0.01263009,0.40693663]
04d4d6bf-8a4c-4cde-b37b-58d8e56fa8f5	[2,2,2,2,20,2,2,2,2,20]	[0.02719728,0.01127306,0.04341383,0.01870986,0.34098101,0.03508477,0.07521093,0.03508513,0.02210560,0.39093853]
c5c4bc15-9788-419a-ad7e-52c836371ddf	[2,2,2,2,20,2,2,2,2,20]	[0.04430772,0.02069470,0.02755525,0.03004654,0.46306691,0.00210384,0.04052335,0.05613293,0.06614002,0.24942873]
50914b43-acb9-437f-9405-529d303116a1	[2,2,2,2,20,2,2,2,2,20]	[0.00825344,0.02276750,0.06261677,0.07602804,0.30016795,0.04538857,0.07313908,0.02697754,0.04816963,0.33649147]
f4fc4bf8-cda5-424a-abc5-093cd89004e4	[2,2,2,2,20,2,2,2,2,20]	[0.05981049,0.03389336,0.03109071,0.04795276,0.29820154,0.02414476,0.07529187,0.00708681,0.00810668,0.41442101]
e2fad12e-4ee5-4904-b975-d32996c7c972	[2,2,2,2,20,2,2,2,2,20]	[0.02555388,0.03051453,0.08493311,0.03136686,0.33459696,0.05683870,0.01246704,0.03547278,0.04249218,0.34576395]
10eb6660-5fd0-48c5-8d36-10c662370a37	[2,2,2,2,20,2,2,2,2,20]	[0.03304332,0.03126581,0.01061664,0.02086307,0.46266328,0.01699702,0.02902409,0.02755050,0.03838068,0.32959559]
3182bfbd-050a-4e61-b5a6-7d301eccf147	[2,2,2,2,20,2,2,2,2,20]	[0.02441639,0.05399136,0.03456479,0.03195717,0.29991579,0.02179136,0.03562396,0.05774825,0.07158424,0.36840668]
2aafee4d-849c-438a-b7f4-5b146b8d88a8	[2,2,2,2,20,2,2,2,2,20]	[0.11414360,0.02534552,0.02520739,0.07138624,0.38398619,0.02053318,0.03140984,0.01329846,0.02780752,0.28688207]
c0ed7f4b-d60e-464c-96ca-57c94e7ded06	[2,2,2,2,20,2,2,2,2,20]	[0.01518109,0.04387656,0.00362984,0.01376230,0.35564389,0.02619890,0.05481284,0.02544597,0.09567679,0.36577181]
ff1411f0-9df0-4a9f-bf91-6c220c947730	[2,2,2,2,20,2,2,2,2,20]	[0.00445828,0.01603251,0.04773439,0.01664064,0.24294685,0.02290255,0.08924355,0.10821336,0.01071160,0.44111628]
c74fb92d-1bfd-4518-b3ae-94ce23daf5f4	[2,2,2,2,20,2,2,2,2,20]	[0.03674325,0.05961169,0.02172328,0.03652039,0.46529902,0.03167802,0.00152341,0.02570535,0.01534714,0.30584844]
af235771-54ad-475e-b472-cc116adb9528	[2,2,2,2,20,2,2,2,2,20]	[0.01342075,0.00232012,0.06208891,0.04779742,0.39576503,0.09069339,0.02727768,0.01533327,0.03324034,0.31206309]
5265898c-0ea2-4f34-96ef-ffc24cbb1cb5	[2,2,2,2,20,2,2,2,2,20]	[0.01515860,0.01479763,0.02195431,0.01388147,0.31026021,0.00771496,0.03989131,0.05723154,0.06528852,0.45382145]
57f230fd-957e-499e-a536-11750f94c0d3	[2,2,2,2,20,2,2,2,2,20]	[0.03842826,0.00712571,0.02833594,0.09432362,0.42520484,0.02072029,0.00347226,0.03699765,0.00666807,0.33872336]
78388828-e89f-4f3b-b19d-4d6607a58cd3	[2,2,2,2,20,2,2,2,2,20]	[0.04183459,0.07258014,0.00418705,0.05365679,0.31910122,0.08581286,0.05117144,0.03195963,0.01331486,0.32638142]
6f81a715-0e2a-45ec-a66a-9c722b414ebd	[2,2,2,2,20,2,2,2,2,20]	[0.07053465,0.03160495,0.03079514,0.03206869,0.32258285,0.01347366,0.01548492,0.03435207,0.06212184,0.38698122]
