item_id	alpha	topic_vector
afff4532-6b9a-466b-819b-f77e16f462fd	[2,20,2,2,2,2,2,2,2,20]	[0.02941578,0.35286847,0.05175300,0.16388684,0.01095944,0.01518241,0.05160447,0.02673295,0.02268641,0.27491023]
809ca818-0699-44de-86d2-2cc80f845757	[2,20,2,2,2,2,2,2,2,20]	[0.01393619,0.28115530,0.00582690,0.05608522,0.03167691,0.13350594,0.03424368,0.01033464,0.03663847,0.39659675]
9a68f4b1-967a-4f5c-9c0b-d0d939849281	[2,20,2,2,2,2,2,2,2,20]	[0.01670577,0.35925543,0.03717363,0.01341185,0.04291959,0.03240188,0.02689302,0.02897174,0.00933571,0.43293139]
5cc07506-5c1b-43b6-be7d-97ff7ba32db0	[2,20,2,2,2,2,2,2,2,20]	[0.02403801,0.33936844,0.03944129,0.12648924,0.05070567,0.02435803,0.03909037,0.03891181,0.03070041,0.28689674]
b1d82b65-33c3-4836-9dfe-60efd9e2c9f1	[2,20,2,2,2,2,2,2,2,20]	[0.06256008,0.19534404,0.02534411,0.01996443,0.02751523,0.07430939,0.02491104,0.03425459,0.12817825,0.40761884]
4b9d4318-2cd0-45d6-a122-bdae556fdaa1	[2,20,2,2,2,2,2,2,2,20]	[0.02607474,0.35019796,0.02036851,0.02582464,0.03132110,0.01960967,0.00511586,0.00782068,0.02790223,0.48576461]
0d83a00e-21fb-437c-bfe6-9202e0af4fdd	[2,20,2,2,2,2,2,2,2,20]	[0.02715852,0.44321739,0.07317630,0.04870199,0.03413260,0.03129489,0.01978279,0.05752956,0.07023213,0.19477382]
9320af43-402f-4fb7-b896-a9198bef56be	[2,20,2,2,2,2,2,2,2,20]	[0.04205806,0.34301241,0.01871336,0.01443607,0.03365930,0.00676469,0.01921661,0.03014567,0.05816753,0.43382630]
b36f4f11-df86-46aa-bd05-b4145b3c79f0	[2,20,2,2,2,2,2,2,2,20]	[0.01194012,0.38820378,0.02946547,0.04541363,0.02615423,0.04721236,0.03512745,0.01868523,0.04752650,0.35027123]
54ace38d-de4e-4913-b36a-805612cae082	[2,20,2,2,2,2,2,2,2,20]	[0.03008692,0.28652015,0.02329832,0.06574588,0.01859171,0.08461675,0.03093161,0.03527820,0.01582592,0.40910454]
6cc405f3-3a15-4e50-9990-9c4936c97d50	[2,20,2,2,2,2,2,2,2,20]	[0.00804805,0.37015708,0.01777546,0.00967522,0.04902459,0.02741805,0.03355264,0.01849397,0.05638934,0.40946561]
bf0c8af3-3ea4-48ff-8a14-c1ca15a78777	[2,20,2,2,2,2,2,2,2,20]	[0.07839374,0.32370161,0.01835705,0.04347373,0.08372864,0.02067682,0.00286283,0.01055394,0.06976789,0.34848375]
e4c99e46-e5cb-47cf-9ab1-8aa45eee31cb	[2,20,2,2,2,2,2,2,2,20]	[0.09935803,0.30426124,0.04541497,0.04608367,0.00855089,0.00875040,0.02609528,0.04828378,0.04135832,0.37184340]
9b9eea07-6c04-4317-a879-9ce5b2819232	[2,20,2,2,2,2,2,2,2,20]	[0.02865182,0.25824396,0.01631849,0.00743232,0.04304148,0.01167091,0.07580559,0.03498764,0.01586161,0.50798616]
a2eb0cc3-305d-4c1e-a942-2b2368fae8e0	[2,20,2,2,2,2,2,2,2,20]	[0.00858114,0.24886348,0.01245981,0.05521259,0.08571630,0.00604689,0.15112112,0.04237448,0.01899749,0.37062669]
e6f6a5f2-39de-4480-8cb1-6d730fd79c9c	[2,20,2,2,2,2,2,2,2,20]	[0.05944174,0.28952504,0.05967939,0.02857851,0.00629722,0.04462948,0.07651155,0.03893908,0.01114819,0.38524981]
2988aa10-6db4-4e30-aec2-45365bf16622	[2,20,2,2,2,2,2,2,2,20]	[0.03245775,0.36701076,0.00548283,0.00629676,0.01707831,0.04865046,0.04359389,0.05251649,0.03969204,0.38722070]
1a2a6d61-8855-4531-9f93-ab20f92b3110	[2,20,2,2,2,2,2,2,2,20]	[0.04610635,0.45192467,0.06076902,0.01351209,0.01709622,0.01213479,0.04369811,0.01371995,0.00311973,0.33791908]
807a6448-615f-4fe0-9294-1fe20fc525a2	[2,20,2,2,2,2,2,2,2,20]	[0.07262157,0.34628600,0.05528993,0.00621448,0.03896138,0.00888136,0.03814387,0.05329075,0.04248562,0.33782504]
7cb8da5e-8da8-4ccd-a025-727185506bec	[2,20,2,2,2,2,2,2,2,20]	[0.07117924,0.40589935,0.01457821,0.00944061,0.12111052,0.01541211,0.02537621,0.01183217,0.04821810,0.27695347]
7d80a68e-336b-4981-829c-b4f67358e252	[2,20,2,2,2,2,2,2,2,20]	[0.03113025,0.40801986,0.01820491,0.04112636,0.09121849,0.03659613,0.05003583,0.02263254,0.02107473,0.27996091]
6c0bef4d-1e0f-4e50-af44-148d8fb28232	[2,20,2,2,2,2,2,2,2,20]	[0.02897273,0.39414104,0.04078606,0.01773155,0.02067458,0.07795611,0.03735660,0.04571577,0.04968536,0.28698020]
51dedf61-7a54-4c84-ab92-2c1fb3077039	[2,20,2,2,2,2,2,2,2,20]	[0.02073055,0.35533030,0.02029836,0.08404679,0.02824979,0.07599379,0.02900600,0.03043284,0.00496661,0.35094495]
