item_id	alpha	topic_vector
43020f5d-5e8d-4724-97b5-2528ab5e0178	[2,2,2,2,2,2,2,2,2,20]	[0.05350913,0.13238648,0.02204331,0.04543366,0.08586282,0.08676917,0.04862123,0.02658079,0.05301308,0.44578033]
f4c76cf5-71a6-4c7f-9787-6d70d4e0346f	[2,2,2,2,2,2,2,2,2,20]	[0.07115951,0.01514304,0.12334557,0.10158349,0.03718680,0.09491343,0.03520748,0.11040069,0.04201199,0.36904799]
7e6f6166-f6fd-460a-84db-32ca5d3c5e81	[2,2,2,2,2,2,2,2,2,20]	[0.12402911,0.06016642,0.02907346,0.10142784,0.05483314,0.02621794,0.10228090,0.06169808,0.04409002,0.39618309]
f5b05e22-4fa5-48ec-ab09-7b03e6fe161b	[2,2,2,2,2,2,2,2,2,20]	[0.03032888,0.00444793,0.11386573,0.02474211,0.03031191,0.05986400,0.06104634,0.03408432,0.11378904,0.52751974]
5578affd-a0c6-4579-bedd-f2255fdbc6e8	[2,2,2,2,2,2,2,2,2,20]	[0.10675254,0.05187080,0.03096959,0.01409968,0.07414634,0.02179464,0.01875489,0.16488069,0.01692166,0.49980915]
b18aab63-6ab6-4697-8b53-57fccc5157fc	[2,2,2,2,2,2,2,2,2,20]	[0.08280886,0.06470738,0.03292890,0.02232223,0.02823937,0.03370888,0.07608141,0.06205048,0.03887833,0.55827416]
2b81a579-3234-41be-b69a-2a330c6bdf58	[2,2,2,2,2,2,2,2,2,20]	[0.07019801,0.02082278,0.00915519,0.10310858,0.03194478,0.14715088,0.02830325,0.04239235,0.01931058,0.52761360]
935ece65-9678-47fc-afae-8ccfd90ac266	[2,2,2,2,2,2,2,2,2,20]	[0.04704195,0.05177206,0.06704485,0.04204999,0.07335700,0.03423113,0.07052719,0.01072406,0.01664285,0.58660892]
4096656d-72f9-4468-a86a-142c998ec45c	[2,2,2,2,2,2,2,2,2,20]	[0.01665210,0.01799545,0.07142090,0.03945300,0.03449708,0.06059943,0.06407720,0.03126651,0.10260499,0.56143333]
3889fc39-f431-4e13-b1cb-f1f0058e5d7c	[2,2,2,2,2,2,2,2,2,20]	[0.07827753,0.02874154,0.06030070,0.08359308,0.07681671,0.07179810,0.02752296,0.01632367,0.01448462,0.54214110]
58a6f647-91af-491f-ac54-99d860582153	[2,2,2,2,2,2,2,2,2,20]	[0.03341316,0.06950586,0.05271239,0.01558813,0.09847395,0.06049610,0.02709578,0.03129349,0.13147655,0.47994459]
b5720d86-f8d3-411f-bbb6-599521e0e96d	[2,2,2,2,2,2,2,2,2,20]	[0.09059243,0.02753178,0.02905637,0.04335838,0.00759044,0.04010046,0.05730432,0.02309050,0.03289965,0.64847566]
75dcec5b-9b40-4202-b6fd-3a3a8449318a	[2,2,2,2,2,2,2,2,2,20]	[0.07188136,0.01756297,0.02550425,0.03124245,0.07511057,0.01750470,0.06227776,0.06257059,0.04017062,0.59617473]
941f9e25-41c6-4d39-b3e6-6e62d4c2377f	[2,2,2,2,2,2,2,2,2,20]	[0.02642547,0.12124250,0.00952541,0.02404140,0.00979062,0.02781413,0.08750499,0.07188767,0.06399851,0.55776928]
d1c4ceee-b33e-4d89-ae89-a7587bc773c4	[2,2,2,2,2,2,2,2,2,20]	[0.04501876,0.10536309,0.02457328,0.02559704,0.02656300,0.05304281,0.07074378,0.08266284,0.03713989,0.52929551]
b8b07405-44d7-474d-a17f-6593fd5d1f07	[2,2,2,2,2,2,2,2,2,20]	[0.02300879,0.05316645,0.00862352,0.03244390,0.03261179,0.05924429,0.01141915,0.06254897,0.05082409,0.66610905]
7fc43391-635c-43f9-9cd6-57ee254ca3cd	[2,2,2,2,2,2,2,2,2,20]	[0.10215205,0.07772198,0.00452196,0.01237183,0.07121542,0.03135450,0.10204128,0.03779693,0.05692970,0.50389437]
d027ce2d-acb2-4179-9b7b-7439e8af582c	[2,2,2,2,2,2,2,2,2,20]	[0.03724795,0.07245218,0.06049667,0.01361477,0.14373249,0.01245672,0.01988473,0.05656080,0.04923159,0.53432209]
b0c50ae7-bf11-41b9-a895-44f00f35a0a7	[2,2,2,2,2,2,2,2,2,20]	[0.04099748,0.06928779,0.02818338,0.05074635,0.12609169,0.01654850,0.10090949,0.04341245,0.02306835,0.50075452]
f36734c1-785f-464f-9ba5-1f15c0d38d99	[2,2,2,2,2,2,2,2,2,20]	[0.03650130,0.08966134,0.05939822,0.01309157,0.08381785,0.07440063,0.00747257,0.01903176,0.09609918,0.52052559]
00641df7-7aca-42c9-886f-51fd3ceadbab	[2,2,2,2,2,2,2,2,2,20]	[0.09379908,0.00396801,0.00208185,0.07675965,0.02960938,0.07985878,0.09465975,0.03007976,0.04487591,0.54430784]
1e738397-14f7-4679-b378-0adee6ecf270	[2,2,2,2,2,2,2,2,2,20]	[0.03572239,0.06871758,0.10602606,0.03117857,0.03104077,0.03650931,0.08813828,0.11348309,0.04439035,0.44479359]
929ba0b7-0053-4c86-ab4a-8c23bbc5f8c9	[2,2,2,2,2,2,2,2,2,20]	[0.01614756,0.02985799,0.01956107,0.01242805,0.04266162,0.18415743,0.01718930,0.04893032,0.06017023,0.56889643]
030c5ed7-dc70-4556-aea8-8b3025862101	[2,2,2,2,2,2,2,2,2,20]	[0.04976325,0.01662888,0.09490665,0.01076064,0.04583877,0.04221576,0.01802920,0.03282027,0.07902694,0.61000964]
cbab6adf-e701-433b-8d11-35c219b5c01c	[2,2,2,2,2,2,2,2,2,20]	[0.00975761,0.06557065,0.12123092,0.01127287,0.03679557,0.03786053,0.01098062,0.09007948,0.03849454,0.57795720]
96311bfe-92db-4ef2-857f-acafef15092a	[2,2,2,2,2,2,2,2,2,20]	[0.05805380,0.10399666,0.05743931,0.03201788,0.06667890,0.02272839,0.07141965,0.01945517,0.04241263,0.52579761]
247e3d8a-bd98-4c02-ad3a-6aa20a1862fa	[2,2,2,2,2,2,2,2,2,20]	[0.05497447,0.11672917,0.02869369,0.08361470,0.10732078,0.08184189,0.05467391,0.05263034,0.02720168,0.39231937]
00e8c723-8a99-4429-a6c1-7dc9f46a3b43	[2,2,2,2,2,2,2,2,2,20]	[0.03906808,0.09390697,0.10283241,0.01009537,0.10072872,0.05744626,0.05285320,0.09343351,0.07592817,0.37370728]
d1ef6644-e6b9-4bd0-82e6-0cfc0cc3eb7e	[2,2,2,2,2,2,2,2,2,20]	[0.02883441,0.01005661,0.07268477,0.02526633,0.03680139,0.12216332,0.07983696,0.08136804,0.20968434,0.33330383]
c77e7c99-ade9-44d0-b14a-50fa23f166e2	[2,2,2,2,2,2,2,2,2,20]	[0.02462687,0.03949254,0.02611638,0.09463528,0.04332738,0.01895049,0.06316799,0.07115503,0.02048436,0.59804369]
4d07aa13-adce-4f6a-aad3-963a0ca239a5	[2,2,2,2,2,2,2,2,2,20]	[0.06077320,0.09879388,0.02399868,0.06568187,0.02719564,0.04596441,0.01868027,0.06425943,0.08762807,0.50702455]
35c47af1-a7dd-4368-bcc1-6a0749634887	[2,2,2,2,2,2,2,2,2,20]	[0.03127582,0.02895697,0.01259724,0.06510319,0.08600331,0.02022179,0.04494284,0.05582145,0.02374216,0.63133523]
c23b4c9f-6537-420e-b805-29b34c033ea4	[2,2,2,2,2,2,2,2,2,20]	[0.04121026,0.00893720,0.07279991,0.03233838,0.02465400,0.05578271,0.02208966,0.08708551,0.07455152,0.58055086]
949e3e59-802c-47fd-beae-f7c2a2e19d23	[2,2,2,2,2,2,2,2,2,20]	[0.16383531,0.06490081,0.04510216,0.02775900,0.06947034,0.16088212,0.01491563,0.05693699,0.01143955,0.38475809]
64893102-6398-45b9-8b8b-63c5fae69e27	[2,2,2,2,2,2,2,2,2,20]	[0.07673432,0.06850128,0.01970503,0.01305427,0.09422953,0.01397571,0.01016575,0.01440669,0.04551706,0.64371037]
c335e8e0-d9ad-409c-a298-99561aa0dc95	[2,2,2,2,2,2,2,2,2,20]	[0.02732087,0.09955490,0.04825072,0.00575073,0.02804850,0.09033630,0.08701523,0.02469925,0.07406857,0.51495492]
c5a676ff-c092-4d16-a89c-90cdda02ed18	[2,2,2,2,2,2,2,2,2,20]	[0.04938222,0.08816807,0.02181246,0.02757155,0.08928245,0.13807981,0.07053434,0.04715337,0.07008209,0.39793363]
0ea0e16b-5457-475c-8fc1-a8f92b0925f7	[2,2,2,2,2,2,2,2,2,20]	[0.06327178,0.01440232,0.03899917,0.08299850,0.07035283,0.00505530,0.04999724,0.06928638,0.07131183,0.53432466]
4b5b88b8-9ae8-41cb-a082-6b95518f4dce	[2,2,2,2,2,2,2,2,2,20]	[0.06430852,0.12590381,0.06983666,0.03956636,0.10734832,0.02397237,0.05850641,0.03638419,0.10814611,0.36602726]
5aa14629-80fb-4a7b-90c7-00e86ed5f986	[2,2,2,2,2,2,2,2,2,20]	[0.02046061,0.11141786,0.06788956,0.11761991,0.02235292,0.02618653,0.05956656,0.01151448,0.05652691,0.50646467]
f90230ed-4a2b-4301-836c-9fe7f1b98d66	[2,2,2,2,2,2,2,2,2,20]	[0.03197281,0.05653075,0.05860951,0.10746039,0.07221340,0.00451148,0.01594496,0.01719724,0.06718536,0.56837409]
9ee4f5dc-3d6f-4d98-aa08-c7b8a451d4cc	[2,2,2,2,2,2,2,2,2,20]	[0.01607189,0.09784067,0.05005654,0.04472474,0.02987623,0.03992043,0.05859558,0.03291387,0.06760826,0.56239179]
03a384d3-00b9-49bb-bb89-602765fabf45	[2,2,2,2,2,2,2,2,2,20]	[0.04013858,0.07530647,0.06143255,0.00419658,0.06820620,0.05891529,0.10552359,0.06067808,0.03729673,0.48830592]
