item_id	alpha	topic_vector
08e02dbd-0326-41a4-bf36-f69d6a848727	[2,2,2,2,2,20,2,2,2,20]	[0.06337728,0.05535654,0.01883288,0.02482194,0.05733111,0.40294436,0.03941934,0.00754867,0.04162165,0.28874622]
98821c11-5586-44b5-9a0f-566375e07ef3	[2,2,2,2,2,20,2,2,2,20]	[0.08669760,0.04673425,0.02393221,0.03618578,0.02595113,0.40400863,0.02905912,0.02924145,0.03327911,0.28491072]
b1f42daa-24e0-4d5a-8196-d8b94033412c	[2,2,2,2,2,20,2,2,2,20]	[0.06012866,0.06097413,0.02614561,0.09228210,0.02030800,0.33138022,0.03883350,0.02829996,0.01580838,0.32583943]
4a394ec6-1477-4896-8d1c-960acd712c6d	[2,2,2,2,2,20,2,2,2,20]	[0.00749933,0.01303206,0.05356922,0.13304987,0.01575284,0.31900845,0.02247526,0.03314808,0.05830888,0.34415602]
57c65e48-7f50-4016-a925-c6aee2647c7a	[2,2,2,2,2,20,2,2,2,20]	[0.01054103,0.02256252,0.04890876,0.02723612,0.02813604,0.41521369,0.03522225,0.01619570,0.07053698,0.32544690]
0b2612d6-206e-449c-be15-8376cf161617	[2,2,2,2,2,20,2,2,2,20]	[0.02856849,0.01410858,0.02295892,0.05478214,0.05393912,0.33242833,0.06148975,0.09442280,0.04198070,0.29532116]
14788078-619c-47c6-8b52-184471472a63	[2,2,2,2,2,20,2,2,2,20]	[0.01071392,0.03923552,0.02633053,0.07710523,0.04337083,0.22348246,0.03061988,0.04735531,0.02594505,0.47584128]
5aab7af9-a956-43df-ab90-d0ce1aba3f6a	[2,2,2,2,2,20,2,2,2,20]	[0.05292686,0.01386240,0.01292649,0.01582529,0.02042437,0.36893778,0.04052212,0.07572742,0.05821496,0.34063229]
0e644124-d835-4b0f-9373-ff7a46a1ae4a	[2,2,2,2,2,20,2,2,2,20]	[0.02678896,0.06303827,0.02279743,0.05187168,0.00839866,0.45283699,0.04247868,0.02307125,0.01089152,0.29782657]
83856112-a3bd-43ff-856d-6cf11015b8f7	[2,2,2,2,2,20,2,2,2,20]	[0.03694615,0.04160492,0.00445850,0.00427169,0.01208930,0.30412331,0.01714365,0.03710395,0.06507454,0.47718399]
812a717c-350c-40c7-a8e9-c9b38475eaaf	[2,2,2,2,2,20,2,2,2,20]	[0.05696138,0.07068865,0.01580995,0.05588986,0.06128314,0.28963568,0.08753044,0.06331790,0.02117781,0.27770518]
b644971b-15e9-4db8-9c72-e1ae97668f95	[2,2,2,2,2,20,2,2,2,20]	[0.03269724,0.02189043,0.00866749,0.02869541,0.01913226,0.40946451,0.00368265,0.05537567,0.02705940,0.39333494]
fcfcb1a0-f4d8-46c6-b450-622eb6b58f47	[2,2,2,2,2,20,2,2,2,20]	[0.07251153,0.03681186,0.05286877,0.00659407,0.00745413,0.30426448,0.01575431,0.03907099,0.03903574,0.42563413]
b32e306b-39b0-4579-a889-51671989aa2a	[2,2,2,2,2,20,2,2,2,20]	[0.03382689,0.00859746,0.08112316,0.07844275,0.02746378,0.32254960,0.08004056,0.00759247,0.02916461,0.33119872]
8a85e570-42ee-4581-b849-8a191905ce72	[2,2,2,2,2,20,2,2,2,20]	[0.05472821,0.01687599,0.05962124,0.00983385,0.10748783,0.32004221,0.01997332,0.05190866,0.03872243,0.32080625]
5a1b9ab4-5fbf-4109-9b3c-b9bd65b3cb44	[2,2,2,2,2,20,2,2,2,20]	[0.02182643,0.09692707,0.02937906,0.03031895,0.01109053,0.52695340,0.01454668,0.01317923,0.06369300,0.19208566]
f835a31c-9ceb-4ac5-8b04-41634896b048	[2,2,2,2,2,20,2,2,2,20]	[0.03213784,0.01951727,0.02375963,0.01308661,0.01631303,0.21710566,0.05096355,0.02173157,0.05857273,0.54681211]
1f183282-8381-4c89-8bd8-2a23e8786617	[2,2,2,2,2,20,2,2,2,20]	[0.00967851,0.04246311,0.01088322,0.01411924,0.02470077,0.50739023,0.01972312,0.02412176,0.03121733,0.31570272]
7fe4f3cf-cd63-4f61-9daf-e47b12450b38	[2,2,2,2,2,20,2,2,2,20]	[0.01067402,0.06658213,0.01992867,0.00716153,0.03697043,0.47444645,0.01389369,0.02358402,0.02821965,0.31853942]
74a5d457-d763-4184-a81a-e5127d9c6566	[2,2,2,2,2,20,2,2,2,20]	[0.02768006,0.08449944,0.02814349,0.04106670,0.02008274,0.36580752,0.03793990,0.04983983,0.01841715,0.32652317]
38e6e3a6-37c2-4ca7-8837-ff4c23fec8ed	[2,2,2,2,2,20,2,2,2,20]	[0.04039952,0.01500972,0.00764328,0.01340834,0.03946022,0.32578178,0.03449840,0.04892992,0.06033736,0.41453146]
ee7d9e13-0a5b-4c37-b950-33e3c4b83fa9	[2,2,2,2,2,20,2,2,2,20]	[0.05123532,0.02693245,0.00789828,0.01017223,0.01515450,0.46985589,0.01615606,0.01602261,0.01757332,0.36899934]
4858e743-79bc-44a1-af88-e57bf8e32e33	[2,2,2,2,2,20,2,2,2,20]	[0.03774517,0.03765515,0.01794815,0.06098395,0.02781870,0.44425232,0.03103125,0.01739112,0.02203429,0.30313990]
