item_id	alpha	topic_vector
f33df8ee-0cfb-46ad-a434-d0b22188944d	[2,2,2,20,2,2,2,2,2,20]	[0.00284216,0.04942038,0.09154545,0.39860446,0.01251772,0.04928695,0.01531660,0.02011886,0.01713993,0.34320749]
94c3da05-90fd-4d08-9613-01f5405e7b2d	[2,2,2,20,2,2,2,2,2,20]	[0.05615168,0.02374099,0.04298585,0.38535476,0.02786808,0.07931756,0.01178384,0.02542268,0.00415815,0.34321643]
a3eaad52-7077-4b40-aeb2-7b2cc2adb1eb	[2,2,2,20,2,2,2,2,2,20]	[0.05984955,0.00854934,0.01931747,0.31657894,0.00123176,0.01148551,0.05058861,0.02999046,0.03973094,0.46267742]
0c2729f6-9f4a-4191-be19-e4a7ba68a671	[2,2,2,20,2,2,2,2,2,20]	[0.09678854,0.01067088,0.04344842,0.30691815,0.01165521,0.02277603,0.04494770,0.03017024,0.02041868,0.41220615]
2b78b175-e57a-4602-8d2c-4481dabc6f03	[2,2,2,20,2,2,2,2,2,20]	[0.04282781,0.01811289,0.04038411,0.33127873,0.01423535,0.04264695,0.04366472,0.00920309,0.04016842,0.41747793]
6adc6dcc-2a7a-4a6a-ad3b-ce2f76d0b673	[2,2,2,20,2,2,2,2,2,20]	[0.01102137,0.03414884,0.01125091,0.28417209,0.00591533,0.06787332,0.06247241,0.06504154,0.02126886,0.43683533]
51ec67ba-9b82-497c-8a50-b847019f3439	[2,2,2,20,2,2,2,2,2,20]	[0.01016001,0.00850993,0.01879091,0.38688493,0.03040890,0.01691761,0.01617311,0.05908638,0.04352198,0.40954625]
1332779c-7d0a-4f55-a030-85e31f01641a	[2,2,2,20,2,2,2,2,2,20]	[0.05793025,0.00406977,0.05313226,0.36365135,0.01110952,0.01856633,0.02202298,0.08304822,0.02653154,0.35993778]
d49e0647-63f0-4437-86ba-e679e3e3b941	[2,2,2,20,2,2,2,2,2,20]	[0.05133175,0.01715280,0.05625063,0.29641876,0.11946457,0.01068023,0.02189921,0.05304221,0.01341039,0.36034945]
05363713-d731-4ef3-8ce4-7b7ecb86ac4b	[2,2,2,20,2,2,2,2,2,20]	[0.02531597,0.01222024,0.01004468,0.41730853,0.04669604,0.01354369,0.04977611,0.00922462,0.02315744,0.39271270]
4803dc2e-74e1-479a-8e2b-e41ebb45851e	[2,2,2,20,2,2,2,2,2,20]	[0.02731821,0.03458232,0.02825434,0.35498124,0.02512380,0.01821195,0.04756855,0.02540319,0.01646771,0.42208868]
0a6f8d55-4a2b-40e9-a192-f9a569d0a63a	[2,2,2,20,2,2,2,2,2,20]	[0.04691166,0.01414664,0.09236836,0.39600426,0.02640864,0.03466265,0.04580303,0.03596293,0.01757998,0.29015186]
4759a83d-590f-4903-b512-75b4ea69cf84	[2,2,2,20,2,2,2,2,2,20]	[0.07437260,0.01271944,0.04063597,0.35491422,0.00384068,0.01692048,0.08673291,0.00562301,0.02224419,0.38199650]
e50c5c70-968d-424e-ab72-346e0c830b53	[2,2,2,20,2,2,2,2,2,20]	[0.01120112,0.02773727,0.03799231,0.34035420,0.02768006,0.02211814,0.01161950,0.03714947,0.02516998,0.45897796]
dfe85be8-70d6-4b3a-acec-687c107db684	[2,2,2,20,2,2,2,2,2,20]	[0.05086687,0.01950917,0.03471995,0.27242133,0.00495437,0.01897574,0.00814722,0.04716092,0.08978236,0.45346207]
2af8a72f-f1bf-4864-b5aa-02a17e610668	[2,2,2,20,2,2,2,2,2,20]	[0.01845344,0.04143341,0.01546589,0.39794823,0.03730496,0.02441602,0.02317561,0.03725027,0.02335671,0.38119547]
3714ce11-b923-45e2-bce1-6c01cdf4d525	[2,2,2,20,2,2,2,2,2,20]	[0.02202336,0.02596369,0.02717491,0.34864060,0.01469420,0.02069928,0.02924090,0.02758020,0.08452199,0.39946086]
40277ae3-b201-4360-acd0-87b9622f12b7	[2,2,2,20,2,2,2,2,2,20]	[0.06910257,0.00702152,0.05375348,0.38084454,0.02598195,0.01300065,0.04585204,0.04134363,0.04707822,0.31602140]
8a4dce40-c141-4620-a8d5-2dbd8ecf8d39	[2,2,2,20,2,2,2,2,2,20]	[0.05357909,0.03981890,0.01886926,0.43757253,0.03050999,0.00505859,0.01884623,0.05315364,0.01931577,0.32327600]
7b2dcf11-3497-455b-8dc0-2046255b8683	[2,2,2,20,2,2,2,2,2,20]	[0.06384547,0.02295931,0.05297824,0.29022457,0.03908644,0.03743304,0.04157625,0.04525391,0.03254468,0.37409809]
4041244c-dabb-4114-b55f-a46d93d3e030	[2,2,2,20,2,2,2,2,2,20]	[0.02273032,0.05684319,0.02529558,0.43073133,0.03263650,0.02530420,0.00853151,0.04014330,0.01874413,0.33903996]
721a6e52-f1ee-4487-920d-5d5365cbfa79	[2,2,2,20,2,2,2,2,2,20]	[0.01458392,0.02582730,0.02071041,0.36733241,0.06835155,0.02541246,0.01942368,0.01021861,0.01773960,0.43040008]
4e911656-5889-4ee1-af22-01ee4e15540f	[2,2,2,20,2,2,2,2,2,20]	[0.03462947,0.04847621,0.01000203,0.30715912,0.00849717,0.07768864,0.03564680,0.01905006,0.06299206,0.39585842]
