item_id	alpha	topic_vector
4a84c610-7b70-492b-9028-d4356dfb3f29	[2,2,2,2,2,2,20,2,2,2]	[0.05469390,0.04507922,0.04204842,0.01813562,0.04986878,0.11191300,0.54093516,0.00454725,0.07272571,0.06005295]
55a35332-d1be-4745-b173-fffd3c8066de	[2,2,2,2,2,2,20,2,2,2]	[0.13142441,0.02628868,0.01424117,0.03815537,0.03348616,0.00924530,0.55132556,0.03124994,0.11537919,0.04920421]
7b4ac94a-ce97-452b-a14f-8913254c3a9c	[2,2,2,2,2,2,20,2,2,2]	[0.02605188,0.04947234,0.05790186,0.07615760,0.05135198,0.18481075,0.45540360,0.03416700,0.02615037,0.03853261]
bdf94134-1ee1-47b3-ba96-bfca571008dc	[2,2,2,2,2,2,20,2,2,2]	[0.06045604,0.05738647,0.07160585,0.05194924,0.05431417,0.05274092,0.52062242,0.03203944,0.02457808,0.07430737]
fd8a898e-f8b5-4ada-b38f-7f37d1292494	[2,2,2,2,2,2,20,2,2,2]	[0.00579343,0.05690201,0.08963629,0.10632718,0.00368879,0.03723558,0.51625909,0.03474773,0.12171504,0.02769485]
41652f97-e5dc-489b-8cf8-3a6637f6ff03	[2,2,2,2,2,2,20,2,2,2]	[0.10727453,0.06892049,0.04018707,0.03686527,0.07428222,0.05795371,0.49202408,0.02673187,0.07568497,0.02007578]
4b84b495-2902-4976-bc17-98bca4f15ec7	[2,2,2,2,2,2,20,2,2,2]	[0.08836775,0.01107391,0.03707224,0.07260948,0.01859938,0.01405975,0.60418320,0.08213682,0.03919624,0.03270123]
99161c01-595c-4f69-9e22-47a037aee8f8	[2,2,2,2,2,2,20,2,2,2]	[0.01264267,0.05736505,0.00856756,0.13126827,0.04843017,0.02427405,0.56601433,0.06069952,0.03731084,0.05342754]
be71350e-180e-4c0e-a007-5ce5433a2ba6	[2,2,2,2,2,2,20,2,2,2]	[0.01798031,0.09759492,0.02812157,0.00489800,0.03389210,0.02460122,0.68846197,0.02066886,0.03126260,0.05251846]
cea1c92c-94ee-4e22-9d6d-88c5ddb67ab9	[2,2,2,2,2,2,20,2,2,2]	[0.06610827,0.11075878,0.02117968,0.10259530,0.08649492,0.02313772,0.43117360,0.05814635,0.04236836,0.05803702]
27ffed61-a9b2-41d3-a1e6-9e81c0b9f903	[2,2,2,2,2,2,20,2,2,2]	[0.02940835,0.04052765,0.03489472,0.05101335,0.01790155,0.04289868,0.62585490,0.09327779,0.04664878,0.01757425]
13f96126-3411-45cb-812c-e9b947ad3ebd	[2,2,2,2,2,2,20,2,2,2]	[0.11075121,0.04389707,0.10361972,0.04521329,0.00205608,0.11027822,0.48007775,0.03387858,0.00590782,0.06432026]
9e2a5d24-7985-45d0-87ab-e50a807c5be4	[2,2,2,2,2,2,20,2,2,2]	[0.04606045,0.13477847,0.09933230,0.10424066,0.04035989,0.03902668,0.45053497,0.01984746,0.03553647,0.03028266]
ac7006e8-8ac6-49aa-8b43-375cf99bd6ce	[2,2,2,2,2,2,20,2,2,2]	[0.08200505,0.09353918,0.05810573,0.01781330,0.12273722,0.06840926,0.46146993,0.05429397,0.01006982,0.03155653]
7ad5d5ff-1c38-4431-af80-c28b4f7d1a76	[2,2,2,2,2,2,20,2,2,2]	[0.11170611,0.01231082,0.01193287,0.08840873,0.06638204,0.01246591,0.52114345,0.05907594,0.05405213,0.06252200]
8501dca7-2495-4f17-bdd9-5ffa7d9932fb	[2,2,2,2,2,2,20,2,2,2]	[0.03577573,0.05646881,0.07514096,0.07110181,0.03663798,0.08013967,0.44910520,0.02777719,0.08888032,0.07897233]
8c244cf9-00c1-4ece-bdc6-4466f96164d1	[2,2,2,2,2,2,20,2,2,2]	[0.03912661,0.02717785,0.03033102,0.07251509,0.06314349,0.02575148,0.64991055,0.03778474,0.02131027,0.03294890]
bb109861-c1d9-4caa-9fc4-6fcce82de5bc	[2,2,2,2,2,2,20,2,2,2]	[0.05115537,0.07741767,0.07395406,0.04422242,0.05572254,0.04131806,0.47866517,0.04550391,0.00817098,0.12386982]
8494d089-e112-40cf-8ba6-f936dce02c9f	[2,2,2,2,2,2,20,2,2,2]	[0.05271599,0.06351004,0.02617016,0.05238663,0.05892817,0.03838690,0.52189926,0.01469509,0.14545688,0.02585088]
f3a24e94-a965-4895-b02b-799eae45473f	[2,2,2,2,2,2,20,2,2,2]	[0.02981455,0.12933308,0.06814611,0.07797265,0.01432451,0.05391109,0.41744072,0.02361990,0.16544421,0.01999319]
0b0e82a4-72de-4154-ba98-4c12ffb38427	[2,2,2,2,2,2,20,2,2,2]	[0.05808010,0.01671680,0.01854378,0.17869406,0.03422919,0.01025817,0.50446223,0.08339373,0.06362820,0.03199375]
9310b2f2-888e-4b4d-b8d8-ee10aeeb3849	[2,2,2,2,2,2,20,2,2,2]	[0.04728391,0.03478367,0.01983386,0.06696583,0.04435979,0.01630689,0.61613257,0.02992912,0.06446332,0.05994105]
bb767455-c90c-441b-b727-96bbb191364d	[2,2,2,2,2,2,20,2,2,2]	[0.03445274,0.04521391,0.04816093,0.08659541,0.04398788,0.03081196,0.51165731,0.13843474,0.02159092,0.03909419]
f52b97ac-f80b-4960-aac5-acd01186d1ff	[2,2,2,2,2,2,20,2,2,2]	[0.03600452,0.03718508,0.01554522,0.03450091,0.02754407,0.05200419,0.63735665,0.05493780,0.04609750,0.05882406]
74e30f2a-14f4-4392-9bad-8edbc60c1ed2	[2,2,2,2,2,2,20,2,2,2]	[0.05082400,0.04321234,0.08113871,0.03485930,0.01584206,0.02766460,0.44646981,0.15690710,0.09508365,0.04799842]
bdfb2321-c3c8-444a-83b7-0178888b45b3	[2,2,2,2,2,2,20,2,2,2]	[0.02653686,0.08449855,0.04892871,0.03661375,0.04921955,0.03738305,0.60140164,0.01524711,0.06282555,0.03734523]
b13324f1-b96b-4363-b726-fe57ef2ecb56	[2,2,2,2,2,2,20,2,2,2]	[0.07053336,0.08326730,0.09534894,0.14184621,0.09318761,0.06904409,0.34908501,0.00341541,0.07548417,0.01878789]
41d1fa54-d412-4e30-a2c0-28ca6bc7dc05	[2,2,2,2,2,2,20,2,2,2]	[0.24117279,0.01107035,0.07833082,0.05107735,0.01238625,0.05085034,0.44684894,0.04159368,0.04203368,0.02463579]
193c43ef-0c7b-47cc-a938-9997035689bf	[2,2,2,2,2,2,20,2,2,2]	[0.02658045,0.01802536,0.00634170,0.03797372,0.08616086,0.01894241,0.62026038,0.13122231,0.02483150,0.02966131]
6da19ebc-0234-49f0-bac8-1f1076b421e8	[2,2,2,2,2,2,20,2,2,2]	[0.04275368,0.02266759,0.05046380,0.04617629,0.06355295,0.06612000,0.54194722,0.09127599,0.05000130,0.02504118]
e5e95659-a847-4f53-9eb0-c7078f46662b	[2,2,2,2,2,2,20,2,2,2]	[0.03848123,0.05326362,0.12876773,0.11530598,0.03077360,0.04125115,0.46016825,0.05965460,0.03215039,0.04018344]
395dfffc-57fe-4354-87fc-d736bfe97383	[2,2,2,2,2,2,20,2,2,2]	[0.07570776,0.01310644,0.09182419,0.05082169,0.08896527,0.06305869,0.54016175,0.03812914,0.01523472,0.02299036]
41bcfdd6-1769-4368-9ea7-5d3c0c80e53a	[2,2,2,2,2,2,20,2,2,2]	[0.01749120,0.00453642,0.06786932,0.03137333,0.01631702,0.12120500,0.67580825,0.01041953,0.02819178,0.02678816]
07df4792-572e-4905-b584-0fc72ac5d2d9	[2,2,2,2,2,2,20,2,2,2]	[0.01612095,0.07076217,0.00487980,0.10724037,0.03742073,0.12146085,0.41824904,0.02830305,0.07462408,0.12093896]
19ff41de-eb11-4449-b413-ee150c5c97fa	[2,2,2,2,2,2,20,2,2,2]	[0.13603025,0.00945578,0.11305756,0.03421126,0.04070208,0.03364261,0.46187373,0.03789359,0.01961955,0.11351358]
d9f738f7-6a59-4580-8f4b-aceb11b57c04	[2,2,2,2,2,2,20,2,2,2]	[0.06686240,0.04815681,0.03011190,0.02598357,0.05600859,0.04933743,0.60795601,0.02634330,0.02431640,0.06492359]
5bb17af1-3cb7-4440-b7e0-cf10c7bc0600	[2,2,2,2,2,2,20,2,2,2]	[0.07086538,0.16788382,0.00760376,0.09993142,0.04284977,0.02615526,0.49743292,0.05226337,0.02677547,0.00823883]
c9ab5b8f-de85-4794-80eb-85585c95a1a3	[2,2,2,2,2,2,20,2,2,2]	[0.12921945,0.02759139,0.02410658,0.02987291,0.08832397,0.03798953,0.50681887,0.06587819,0.05928283,0.03091628]
d799f1ac-086d-4052-bdcc-faf2a69d9ccb	[2,2,2,2,2,2,20,2,2,2]	[0.01172981,0.09791174,0.06767072,0.00801714,0.15964430,0.00762537,0.54724369,0.03061937,0.03523597,0.03430190]
85e9c95f-8d5a-4d85-9ec2-23901e7338de	[2,2,2,2,2,2,20,2,2,2]	[0.01509054,0.05101372,0.08858671,0.05050421,0.05701735,0.03527074,0.54185212,0.06014212,0.07457002,0.02595247]
4b266f11-0934-457e-bedd-b2709e55a374	[2,2,2,2,2,2,20,2,2,2]	[0.01760227,0.00310038,0.11733172,0.11247663,0.03261147,0.03402415,0.55763675,0.01179920,0.01607942,0.09733802]
76e95ccb-a652-4dd0-9c99-38f6731531c7	[2,2,2,2,2,2,20,2,2,2]	[0.03925670,0.02092303,0.07033916,0.02926850,0.12771450,0.05471883,0.51505679,0.03165498,0.06794645,0.04312107]
97ed05b7-cecf-4912-8dad-2424a7b29cc3	[2,2,2,2,2,2,20,2,2,2]	[0.03135514,0.06947616,0.11276416,0.06285538,0.02211699,0.01599258,0.55768613,0.06276769,0.02959016,0.03539562]
51dde942-560c-47fe-999a-45ba652fa30e	[2,2,2,2,2,2,20,2,2,2]	[0.02956214,0.02081456,0.03165698,0.00325300,0.11533554,0.01518232,0.60518744,0.00580025,0.07807640,0.09513136]
1af6d0a7-2c9a-434c-8f78-b3fc7888830b	[2,2,2,2,2,2,20,2,2,2]	[0.05476156,0.04891757,0.02989155,0.11506801,0.01228814,0.03624470,0.51702506,0.02616737,0.11301763,0.04661840]
4bfd65dc-5ab2-4226-9306-76094bae9b45	[2,2,2,2,2,2,20,2,2,2]	[0.02608809,0.05779897,0.05435840,0.08374424,0.06243368,0.04243054,0.53851859,0.06046724,0.02063180,0.05352845]
334a8ce7-c047-476b-a434-763da416f214	[2,2,2,2,2,2,20,2,2,2]	[0.11233933,0.04289090,0.03057678,0.03026220,0.05228022,0.04577594,0.55479986,0.02452331,0.03488956,0.07166191]
b2d60428-52bd-43ca-8191-a84aa2006ecc	[2,2,2,2,2,2,20,2,2,2]	[0.09319112,0.09370244,0.08195026,0.08390118,0.05869386,0.01431059,0.44358164,0.05209826,0.05382639,0.02474427]
09943574-cdae-453b-af27-0cdc4bc85a24	[2,2,2,2,2,2,20,2,2,2]	[0.02153101,0.03819901,0.15817082,0.01727252,0.02978140,0.07567419,0.56723327,0.05112311,0.00710434,0.03391035]
90d6e73e-f931-4316-96db-9d4fccb1022c	[2,2,2,2,2,2,20,2,2,2]	[0.15985141,0.02558058,0.02473181,0.13539949,0.04664648,0.00945358,0.46414609,0.03111477,0.06034431,0.04273147]
ebc96d55-220e-4c90-8e74-bc5d99f27bb6	[2,2,2,2,2,2,20,2,2,2]	[0.02347285,0.04267389,0.02524684,0.16400754,0.01758394,0.03405235,0.51596439,0.03060628,0.01948822,0.12690370]
a9523298-fcfa-4e43-939f-7c01f6e8703e	[2,2,2,2,2,2,20,2,2,2]	[0.16846984,0.05456243,0.05116014,0.00953433,0.10472315,0.02116689,0.33810620,0.06184997,0.08640978,0.10401727]
2013f6e8-1d3a-459b-bc62-08e0a5e2e9d4	[2,2,2,2,2,2,20,2,2,2]	[0.03802223,0.03448508,0.06344303,0.04664034,0.08261942,0.06394438,0.42192332,0.02592486,0.14002108,0.08297626]
db39c269-9149-4abc-98fa-a5549b272a74	[2,2,2,2,2,2,20,2,2,2]	[0.08705566,0.02046746,0.06318876,0.07591280,0.04827995,0.01657004,0.51575341,0.07094681,0.09116917,0.01065595]
6e3d7fc0-511d-401e-9978-9fff6aeae5e7	[2,2,2,2,2,2,20,2,2,2]	[0.05724632,0.01588414,0.08617133,0.10231424,0.02268413,0.01904518,0.53249369,0.04490843,0.02765551,0.09159702]
89144820-c88d-415a-b1b8-71f4c9e21e68	[2,2,2,2,2,2,20,2,2,2]	[0.08846440,0.04457350,0.02285396,0.03507200,0.04456478,0.03388955,0.48154621,0.08370701,0.02162374,0.14370484]
85c9bd84-46bd-4605-a553-5d7b985c15e3	[2,2,2,2,2,2,20,2,2,2]	[0.06143747,0.04380293,0.02855054,0.03069344,0.05592541,0.06111896,0.61428674,0.01707599,0.05593295,0.03117558]
a062f877-9691-472f-8525-8c53f58ed37d	[2,2,2,2,2,2,20,2,2,2]	[0.00918858,0.07593542,0.01074624,0.03631060,0.04490420,0.11498130,0.39677962,0.08173634,0.09075476,0.13866293]
325b4849-f813-4081-b74e-6a975d110b56	[2,2,2,2,2,2,20,2,2,2]	[0.08463957,0.03792340,0.06941325,0.09780374,0.00593707,0.01230548,0.50585486,0.07416246,0.06096636,0.05099381]
03523ccc-01c3-4b5e-8d58-826ce39ca4d6	[2,2,2,2,2,2,20,2,2,2]	[0.11175672,0.03052767,0.02160744,0.02603350,0.04796902,0.03639588,0.58178533,0.02264488,0.05254632,0.06873324]
52492400-2f5e-4509-932a-03496ec259a2	[2,2,2,2,2,2,20,2,2,2]	[0.10644133,0.01580079,0.02824198,0.03789387,0.01168445,0.05520257,0.55871365,0.05123076,0.03612504,0.09866556]
fd87abda-30bd-4eff-b211-c9dd37111a32	[2,2,2,2,2,2,20,2,2,2]	[0.02857884,0.09176656,0.02805843,0.01526418,0.04118998,0.04720175,0.56595163,0.00431255,0.03284540,0.14483067]
b86ec447-05c1-4759-85e3-74bd4146afc1	[2,2,2,2,2,2,20,2,2,2]	[0.01932316,0.05919026,0.17757352,0.11901145,0.01282280,0.05580118,0.45863479,0.04972669,0.01093985,0.03697630]
43d3ca3e-5217-435b-ad49-46839ce9fcfb	[2,2,2,2,2,2,20,2,2,2]	[0.04977969,0.01288876,0.03403759,0.05168332,0.03990993,0.07077627,0.47854692,0.04630010,0.08365051,0.13242690]
10c0fd54-a1bf-495e-a90a-97fb1d2bba1a	[2,2,2,2,2,2,20,2,2,2]	[0.01761275,0.08371283,0.03547708,0.07056688,0.01635721,0.11945403,0.52218124,0.10289694,0.01853930,0.01320175]
608b9642-0b71-4ff1-b5de-0edda3ec061c	[2,2,2,2,2,2,20,2,2,2]	[0.02785469,0.03880193,0.13140479,0.03811118,0.01332793,0.05807281,0.53542084,0.01615644,0.06358340,0.07726600]
910a912c-c30a-4e11-91ba-070a364d0897	[2,2,2,2,2,2,20,2,2,2]	[0.07075910,0.02309279,0.04685904,0.05354200,0.08891866,0.02442768,0.58497995,0.03582460,0.03003794,0.04155823]
5228729e-2e4f-4b7b-ad38-491ff61cd4d5	[2,2,2,2,2,2,20,2,2,2]	[0.00421336,0.00638594,0.00886036,0.07588034,0.04509194,0.03179303,0.64689274,0.10812901,0.05137794,0.02137535]
c78817ec-7bd1-4635-a314-fcfdda0ad5d6	[2,2,2,2,2,2,20,2,2,2]	[0.18670499,0.04321629,0.09984913,0.07635461,0.03049757,0.12972553,0.29560423,0.02657978,0.05849832,0.05296957]
cd241dff-a0c7-42aa-b5bd-94138787691e	[2,2,2,2,2,2,20,2,2,2]	[0.04632988,0.09430269,0.03603077,0.04135974,0.04289428,0.13414323,0.53620837,0.00834540,0.02242354,0.03796211]
316a253c-5fe0-4ddf-8654-9738cc25fa07	[2,2,2,2,2,2,20,2,2,2]	[0.11063115,0.11793122,0.04095817,0.02594463,0.03663838,0.04640910,0.47024762,0.09875683,0.03206075,0.02042216]
724da068-1724-43d4-a482-53d0885a6fe9	[2,2,2,2,2,2,20,2,2,2]	[0.03449294,0.05118265,0.09575610,0.01821682,0.05142075,0.05257308,0.53672170,0.03067528,0.05913192,0.06982875]
ec760c0c-a6bc-46a5-8255-16540f0e5591	[2,2,2,2,2,2,20,2,2,2]	[0.04122455,0.06380377,0.04902166,0.02968281,0.01722753,0.03353348,0.57272450,0.01696562,0.07642423,0.09939185]
3a7f5951-b8f8-4bfe-8e4b-244fb97ea6b3	[2,2,2,2,2,2,20,2,2,2]	[0.04205395,0.04699721,0.03288261,0.04498771,0.07060431,0.06115797,0.55427854,0.03114712,0.08208194,0.03380864]
b738fb4a-a32c-4949-b5f5-b6b68e9d760f	[2,2,2,2,2,2,20,2,2,2]	[0.01530645,0.05105699,0.00881266,0.05668489,0.05974668,0.02780676,0.48511724,0.08623939,0.16244381,0.04678513]
cbae74ac-9ffe-4295-90fe-b04f04ee4a01	[2,2,2,2,2,2,20,2,2,2]	[0.03939929,0.08377495,0.05780269,0.07977903,0.07129184,0.07261933,0.47239189,0.04333139,0.04003718,0.03957241]
e119ee22-6e68-4546-8708-0d57cdc28074	[2,2,2,2,2,2,20,2,2,2]	[0.08703084,0.02040203,0.00734962,0.03415855,0.02856810,0.05760023,0.55077209,0.04527579,0.04033147,0.12851128]
90045b32-51a0-44d2-bcba-38edaeecea30	[2,2,2,2,2,2,20,2,2,2]	[0.02896102,0.08323079,0.05201014,0.10698297,0.15478126,0.05139216,0.44776995,0.02049162,0.01619790,0.03818219]
5fd52901-29ec-416e-9f19-9b05a3812b1d	[2,2,2,2,2,2,20,2,2,2]	[0.03027410,0.05859860,0.09167104,0.00897248,0.04976568,0.02681725,0.59824015,0.03464196,0.08127064,0.01974811]
0fa1da16-240e-4256-8375-d19afca2872e	[2,2,2,2,2,2,20,2,2,2]	[0.03024234,0.04708172,0.04019055,0.04685917,0.01222519,0.13484875,0.56464303,0.02242544,0.04792748,0.05355633]
205e0ad3-3635-4814-9006-c820c870fbcb	[2,2,2,2,2,2,20,2,2,2]	[0.09462220,0.05897522,0.02140843,0.08377627,0.07312440,0.01224586,0.53939727,0.01911084,0.03159189,0.06574762]
d80a3edb-8e27-4afb-8636-c87fde4b7b93	[2,2,2,2,2,2,20,2,2,2]	[0.00707072,0.03436401,0.04774763,0.07781887,0.03783730,0.00717233,0.69000546,0.03887482,0.04910845,0.01000041]
3821babd-ff48-4907-b1b5-df4a09e76b79	[2,2,2,2,2,2,20,2,2,2]	[0.11695511,0.03185956,0.02566191,0.09985352,0.01362231,0.06040959,0.47670784,0.06564120,0.07834097,0.03094798]
b0b2af74-543a-4c81-b2d1-43ef91ef0c12	[2,2,2,2,2,2,20,2,2,2]	[0.09972575,0.04204593,0.13899090,0.08935545,0.04566895,0.04541988,0.37556108,0.08852134,0.02531899,0.04939174]
