item_id	alpha	topic_vector
4893b566-1b26-46ec-9817-f3edf1741f18	[20,2,2,20,2,2,2,2,2,2]	[0.42638294,0.02549164,0.04336791,0.27537372,0.01925533,0.06000718,0.05118115,0.02260537,0.04112441,0.03521036]
faa786ad-db5a-4240-8a3c-669193feeb9d	[20,2,2,20,2,2,2,2,2,2]	[0.30336651,0.03266115,0.07732033,0.43965195,0.00526012,0.02151845,0.00915195,0.03472460,0.02248963,0.05385532]
a89c8627-f964-4704-9343-cebc03853009	[20,2,2,20,2,2,2,2,2,2]	[0.29993325,0.06867373,0.07889798,0.40932814,0.00236974,0.03171653,0.01955717,0.02205267,0.04680001,0.02067078]
bf671bcc-906f-4a35-b4e4-544b8ef2e35c	[20,2,2,20,2,2,2,2,2,2]	[0.38984342,0.03627707,0.00444887,0.34838376,0.07090627,0.00361980,0.04962295,0.01560351,0.02459977,0.05669457]
45f250a7-0b40-41d4-bfff-48f23d082189	[20,2,2,20,2,2,2,2,2,2]	[0.34701093,0.03077751,0.00773178,0.49148195,0.02019500,0.01011740,0.03871912,0.00733930,0.02802314,0.01860388]
eb161065-2bab-4c27-836b-cd86236d605a	[20,2,2,20,2,2,2,2,2,2]	[0.29873094,0.02929311,0.01373667,0.39001036,0.05074608,0.01031594,0.10259257,0.04062364,0.03120288,0.03274778]
15f76cc0-05a9-45a9-9802-f30ea991d621	[20,2,2,20,2,2,2,2,2,2]	[0.26331000,0.06986387,0.00411641,0.38371575,0.06332461,0.01374378,0.05277314,0.03267218,0.05514195,0.06133831]
09ddaf73-2252-42e4-9499-a41bf9800445	[20,2,2,20,2,2,2,2,2,2]	[0.42730964,0.06244649,0.00420800,0.24409349,0.03767682,0.05367480,0.00990196,0.04291370,0.06551856,0.05225654]
29bd7a50-0aa1-4272-96a7-7a959587c45d	[20,2,2,20,2,2,2,2,2,2]	[0.34678175,0.02445144,0.02352024,0.46868305,0.01686220,0.01108294,0.00670161,0.03977994,0.03590982,0.02622702]
6ba41cfa-5b70-46f8-8522-07952fb12c35	[20,2,2,20,2,2,2,2,2,2]	[0.32875832,0.04651866,0.02162533,0.33412210,0.02006630,0.03845779,0.06408695,0.04984850,0.07968420,0.01683185]
40afaece-ece0-44f3-8eda-fb2413a0479d	[20,2,2,20,2,2,2,2,2,2]	[0.30511166,0.04270823,0.02103032,0.41380449,0.03656965,0.01360268,0.04412614,0.01448894,0.08179687,0.02676101]
9719f1d7-8075-4974-9853-51fb621ce748	[20,2,2,20,2,2,2,2,2,2]	[0.32173114,0.03954452,0.04283542,0.33748706,0.02019874,0.00617565,0.06173289,0.08481262,0.06849055,0.01699143]
bb58b8c6-6d78-406f-a1dd-f8f17a10f305	[20,2,2,20,2,2,2,2,2,2]	[0.44545960,0.04220411,0.00861360,0.35528480,0.04577816,0.00380570,0.01293685,0.05980527,0.01737519,0.00873673]
7fd7e519-156c-425d-a55d-eb7e42a1bc43	[20,2,2,20,2,2,2,2,2,2]	[0.37417759,0.01293733,0.04475453,0.43563336,0.00934175,0.02285035,0.03164817,0.05118421,0.01634554,0.00112716]
a2b82c0c-4ef7-4f23-98bd-8dc6ef150959	[20,2,2,20,2,2,2,2,2,2]	[0.26491143,0.02211854,0.05139526,0.33369467,0.04900395,0.02146131,0.03384201,0.05416691,0.06453718,0.10486874]
503a8ffb-5229-4a9a-8511-11a73fbf5988	[20,2,2,20,2,2,2,2,2,2]	[0.42376857,0.00488897,0.04855019,0.24817589,0.05285647,0.03774724,0.07123911,0.02446632,0.03914876,0.04915848]
a9a4f0e7-29d8-45f7-836e-4e46fecb5c5a	[20,2,2,20,2,2,2,2,2,2]	[0.21692390,0.04675939,0.01783821,0.42029491,0.00340211,0.05380130,0.05060035,0.06800248,0.00628890,0.11608846]
38ee50af-b1c6-4412-a665-4103c5ff2b9b	[20,2,2,20,2,2,2,2,2,2]	[0.26905439,0.03596943,0.02380665,0.35550345,0.09842475,0.01091612,0.08827889,0.05577764,0.03125971,0.03100899]
589f4c5e-124c-4a79-af4f-ebdb08d4eaa6	[20,2,2,20,2,2,2,2,2,2]	[0.39785609,0.02146552,0.02510641,0.36401290,0.07818767,0.02715636,0.00487900,0.03545358,0.02848380,0.01739866]
646e9bc1-2f8d-4069-ad24-667ea5798689	[20,2,2,20,2,2,2,2,2,2]	[0.38302379,0.01805263,0.02677859,0.36663052,0.03733507,0.04242317,0.04689164,0.03410047,0.00639671,0.03836739]
2b5a4603-73fd-486e-82b2-eda236d91193	[20,2,2,20,2,2,2,2,2,2]	[0.39985608,0.00432365,0.00590761,0.26816677,0.05270731,0.01341035,0.05323346,0.03340457,0.01711463,0.15187557]
45e34555-9527-4bc4-a6e8-3662626a7174	[20,2,2,20,2,2,2,2,2,2]	[0.31367867,0.03757350,0.01575285,0.46015006,0.01645588,0.02544514,0.01950619,0.02971412,0.07223446,0.00948912]
b6d34d1f-598e-49c0-acbd-85f202c26e8f	[20,2,2,20,2,2,2,2,2,2]	[0.27088400,0.02039107,0.02374787,0.44014511,0.01450576,0.05409868,0.07604610,0.02498868,0.01139026,0.06380246]
