item_id	alpha	topic_vector
e1cbeaa8-5119-40f9-9517-bbd1986144c2	[2,2,20,2,2,2,2,2,2,2]	[0.01564174,0.07469156,0.48781147,0.18843242,0.02706416,0.05247819,0.04772465,0.02075074,0.04290577,0.04249930]
380e524f-48de-41a1-b47d-d3f51f34490f	[2,2,20,2,2,2,2,2,2,2]	[0.07653857,0.05524891,0.55115928,0.07540651,0.06293761,0.04948096,0.02367767,0.04722676,0.02008275,0.03824098]
d91df913-b733-458d-a429-9cfdad89ea7a	[2,2,20,2,2,2,2,2,2,2]	[0.04734462,0.04968771,0.49927680,0.00194585,0.04082481,0.11996198,0.05987577,0.11416976,0.02767542,0.03923728]
81de5b9b-b59f-47c8-ab4c-fbfecc494aca	[2,2,20,2,2,2,2,2,2,2]	[0.15301909,0.01974734,0.50956850,0.05694677,0.05265389,0.05751235,0.01950493,0.02872977,0.00202416,0.10029320]
63ad23c9-1599-4d0b-ab0e-b3e654a537f2	[2,2,20,2,2,2,2,2,2,2]	[0.07459778,0.02888597,0.48676483,0.10712472,0.02721333,0.02881057,0.02032381,0.08450392,0.09978645,0.04198862]
d4cd4f02-13f9-41eb-a290-6072cdae189f	[2,2,20,2,2,2,2,2,2,2]	[0.09354739,0.06023515,0.42822626,0.11614287,0.01878907,0.04140900,0.03928005,0.03407366,0.00671119,0.16158536]
845e572d-b0aa-42a7-b3ba-8af2ad6f195b	[2,2,20,2,2,2,2,2,2,2]	[0.00880534,0.13591552,0.50683116,0.03269445,0.12720566,0.07292220,0.01481794,0.01451370,0.06551391,0.02078012]
6ea838b4-5c92-4a30-9c12-c067ecce3570	[2,2,20,2,2,2,2,2,2,2]	[0.06370689,0.06832987,0.43810685,0.02888020,0.05668792,0.02236171,0.04691180,0.18364536,0.05863729,0.03273212]
1ead8619-a9b8-4213-b27a-a4afeb3b065b	[2,2,20,2,2,2,2,2,2,2]	[0.15952295,0.07663278,0.40122757,0.02059651,0.00825168,0.05452155,0.00495046,0.15939571,0.03500214,0.07989865]
a554db19-780a-436d-b854-dff16a56363a	[2,2,20,2,2,2,2,2,2,2]	[0.02457382,0.04063351,0.37176926,0.03377074,0.07338134,0.09774071,0.09278599,0.20378796,0.01803531,0.04352136]
2a550d62-e91c-491c-bf74-2be3e767ede9	[2,2,20,2,2,2,2,2,2,2]	[0.02900012,0.11250938,0.48240365,0.11705093,0.05973140,0.04813398,0.05243770,0.01836232,0.01985407,0.06051643]
63cdf93c-d3b6-4d18-8603-0ff90926ddf6	[2,2,20,2,2,2,2,2,2,2]	[0.05841533,0.02922806,0.55134617,0.07062606,0.02503673,0.00832580,0.13342405,0.06175487,0.03378299,0.02805993]
836074a2-f20a-45a8-a6e1-7997ab40a4aa	[2,2,20,2,2,2,2,2,2,2]	[0.02318898,0.10168816,0.40503084,0.06206769,0.06202955,0.07973332,0.03408386,0.11764538,0.08137770,0.03315452]
ef67f0c4-3c80-443f-ad7e-9a7c782a1150	[2,2,20,2,2,2,2,2,2,2]	[0.02763935,0.04596808,0.54319120,0.02384865,0.05395010,0.04130715,0.14995076,0.03537329,0.02742390,0.05134750]
35b7c74a-8898-474d-be52-b155e9fbbabc	[2,2,20,2,2,2,2,2,2,2]	[0.05956602,0.06294172,0.62218304,0.05069935,0.04794946,0.07619316,0.02112711,0.02655864,0.01133952,0.02144198]
e595736e-e1a2-4036-912e-491f33f6a007	[2,2,20,2,2,2,2,2,2,2]	[0.07061997,0.05201239,0.59989397,0.09356276,0.05232652,0.03869980,0.03527108,0.00366448,0.03236769,0.02158134]
cb369d65-5d45-4099-a4ed-e3252275ee03	[2,2,20,2,2,2,2,2,2,2]	[0.02374609,0.07041206,0.58830424,0.05584677,0.02069535,0.09424483,0.03608341,0.06774839,0.03861063,0.00430824]
72f0cf54-27a7-48c6-b85c-b2715bfb0a2a	[2,2,20,2,2,2,2,2,2,2]	[0.06949352,0.04489923,0.40664175,0.01765125,0.09221692,0.01130862,0.03386476,0.16957716,0.07078019,0.08356660]
0988ac2a-4c8d-4de8-a05e-789d9ad9aa11	[2,2,20,2,2,2,2,2,2,2]	[0.04444342,0.01085713,0.68614173,0.02103753,0.01914623,0.05872211,0.02245216,0.05375001,0.03111392,0.05233575]
1b2a64e2-acef-4c8e-ab46-30a271b96939	[2,2,20,2,2,2,2,2,2,2]	[0.02405681,0.03592884,0.60115916,0.06365912,0.03292847,0.08612051,0.04922802,0.08215472,0.00951195,0.01525241]
9fca64cd-9721-4c23-b054-b729ae4aab62	[2,2,20,2,2,2,2,2,2,2]	[0.05479132,0.04144186,0.56130466,0.07067893,0.05519907,0.08718831,0.08554743,0.02043165,0.00417817,0.01923859]
a25a21db-0799-4dd4-ba9d-ab32d78c7bcf	[2,2,20,2,2,2,2,2,2,2]	[0.01613291,0.04355868,0.50714302,0.03521848,0.05787830,0.18843769,0.03461276,0.05035694,0.04116316,0.02549805]
5f84fdd5-cdd9-4828-bae0-db49dca2c04b	[2,2,20,2,2,2,2,2,2,2]	[0.07395542,0.03880178,0.48827353,0.02623218,0.09289353,0.07266032,0.03257030,0.06670299,0.04843673,0.05947323]
4d69e59d-f94e-4a7b-9c6b-41bfcc9a7794	[2,2,20,2,2,2,2,2,2,2]	[0.03287407,0.02189695,0.62047806,0.02549781,0.02382692,0.01521379,0.00496027,0.03736045,0.11872109,0.09917058]
5fb62469-40d7-4406-bd94-e786bc2c0723	[2,2,20,2,2,2,2,2,2,2]	[0.11715661,0.01679055,0.55940834,0.03627496,0.02177591,0.08033730,0.03656161,0.00694075,0.07217889,0.05257507]
054efbdf-d880-4b51-b14b-36b46fbf6207	[2,2,20,2,2,2,2,2,2,2]	[0.04571615,0.01439200,0.53129713,0.11088977,0.05360725,0.00994165,0.05660522,0.05401705,0.07061120,0.05292258]
d5c4d016-67f6-4496-a797-1dccbdfae939	[2,2,20,2,2,2,2,2,2,2]	[0.01771511,0.04262070,0.46162976,0.04652517,0.08325441,0.02330818,0.13045007,0.05472966,0.07324572,0.06652121]
d5ab2a86-9d7b-453f-ba2b-8801fd4423f6	[2,2,20,2,2,2,2,2,2,2]	[0.08193449,0.09312446,0.34689407,0.10241956,0.02928858,0.05963919,0.08151853,0.13231128,0.02929653,0.04357331]
b766929b-ba1f-47bc-9a69-f19b7b65ae28	[2,2,20,2,2,2,2,2,2,2]	[0.03402492,0.05075089,0.50002697,0.06550834,0.00793221,0.03929806,0.12414793,0.03580648,0.05932605,0.08317816]
67db3a3a-7000-4dd8-b8e7-d8455d22d82b	[2,2,20,2,2,2,2,2,2,2]	[0.04381455,0.11295253,0.40849279,0.05130657,0.03956124,0.08153272,0.02403563,0.11896669,0.01945959,0.09987769]
6014e04d-227c-430a-8cb0-abd2415a904f	[2,2,20,2,2,2,2,2,2,2]	[0.02057572,0.07739828,0.59088827,0.09144878,0.06734358,0.08805920,0.01992464,0.01069605,0.01703601,0.01662947]
3cb3877e-7f54-4bbb-9d27-32929b7b11ee	[2,2,20,2,2,2,2,2,2,2]	[0.02207729,0.03401530,0.58012105,0.05581480,0.02732795,0.02926912,0.04689737,0.11226122,0.03917108,0.05304483]
44af71fe-82f6-4acb-968c-af949482e68e	[2,2,20,2,2,2,2,2,2,2]	[0.05106203,0.02090232,0.52586893,0.02673337,0.08972548,0.08470616,0.02447029,0.04463837,0.07244758,0.05944546]
cc937e0d-b8ae-40d6-a454-cbcc06b253fd	[2,2,20,2,2,2,2,2,2,2]	[0.05309525,0.01739672,0.66612691,0.02365353,0.02309261,0.01197184,0.03429037,0.08512748,0.04884394,0.03640133]
fd5facc1-80a5-487f-a1d4-839ff42b84b6	[2,2,20,2,2,2,2,2,2,2]	[0.06502266,0.08170146,0.54865222,0.00588452,0.06541144,0.05330903,0.01939443,0.05346784,0.08321037,0.02394603]
6b074dbe-9cd6-4ba6-a5e5-3f9145ec98aa	[2,2,20,2,2,2,2,2,2,2]	[0.09796872,0.06617839,0.31491291,0.05131459,0.06427484,0.04116598,0.06798269,0.04719237,0.21012295,0.03888656]
dc42a950-8268-4496-9b35-df436841a930	[2,2,20,2,2,2,2,2,2,2]	[0.02151854,0.07492646,0.46924494,0.03895489,0.03643076,0.07208307,0.01636741,0.07750436,0.06110310,0.13186647]
948efe07-c056-4eb4-a2f1-92193af14ce5	[2,2,20,2,2,2,2,2,2,2]	[0.04743300,0.01727602,0.51286289,0.05226899,0.09414550,0.01723625,0.00962663,0.04856156,0.13391388,0.06667526]
49dbec3e-d045-4afc-9059-8be38e3185ab	[2,2,20,2,2,2,2,2,2,2]	[0.07726614,0.01353319,0.55236807,0.10614578,0.05869027,0.00994233,0.04690938,0.07060926,0.04310063,0.02143495]
125bcaf8-8914-441a-9601-5c065f6da078	[2,2,20,2,2,2,2,2,2,2]	[0.07427742,0.02894335,0.53052214,0.04060406,0.02804963,0.14148877,0.02550334,0.04323213,0.04050628,0.04687287]
c3ea4efa-6593-425b-a05e-5ac347cf1bbb	[2,2,20,2,2,2,2,2,2,2]	[0.13875000,0.06434141,0.44813866,0.11108087,0.07234314,0.02914555,0.09988568,0.01218177,0.01574185,0.00839106]
2c287f65-13e5-4d38-9115-2f5aaf749f2d	[2,2,20,2,2,2,2,2,2,2]	[0.00471844,0.09602200,0.52568073,0.00938409,0.04130396,0.08007340,0.02266534,0.03294273,0.15179569,0.03541362]
264fc2b9-c8c5-4c9a-ab39-4b656366a874	[2,2,20,2,2,2,2,2,2,2]	[0.01479888,0.03967602,0.49576706,0.09924508,0.02872417,0.02789803,0.23223931,0.02054969,0.01700459,0.02409718]
ea89c480-a5ba-46ed-9203-0c21f5c801d8	[2,2,20,2,2,2,2,2,2,2]	[0.09500573,0.07252608,0.51668569,0.02916328,0.06856006,0.05879967,0.04328412,0.07434138,0.01816205,0.02347195]
8fa0883a-1c6d-4965-a09a-2a5654d70a2a	[2,2,20,2,2,2,2,2,2,2]	[0.07392062,0.05978677,0.33649036,0.04847218,0.17484354,0.08266583,0.03102620,0.02430979,0.06190177,0.10658294]
396ab4cb-cece-43a8-bf6c-7beb73b649a6	[2,2,20,2,2,2,2,2,2,2]	[0.00705881,0.05135345,0.45462554,0.04794341,0.01063553,0.09329732,0.11084488,0.06776989,0.12609586,0.03037529]
2b7c490c-cad1-4da3-a225-13fbe7ba8fbe	[2,2,20,2,2,2,2,2,2,2]	[0.04647426,0.06308725,0.49119319,0.03100554,0.03374220,0.09591979,0.03758683,0.08262573,0.03607930,0.08228590]
8138cb47-376e-4942-96c8-09127a546ca3	[2,2,20,2,2,2,2,2,2,2]	[0.05441846,0.07930908,0.51799454,0.06194655,0.02950378,0.03660128,0.03909385,0.04443703,0.10125156,0.03544387]
98cd36d8-1cd9-4b51-a157-10e89ab0ef5c	[2,2,20,2,2,2,2,2,2,2]	[0.05247840,0.10087190,0.62973644,0.00815000,0.01164123,0.06252511,0.03112157,0.00998243,0.02924549,0.06424741]
1bda5aae-1b3b-4398-9a8a-c2bfa0587a23	[2,2,20,2,2,2,2,2,2,2]	[0.04127601,0.05665489,0.60671331,0.03007796,0.06505010,0.01028935,0.02683227,0.09460835,0.01399733,0.05450042]
4e37abb8-e001-4e14-aee8-bced39352a8f	[2,2,20,2,2,2,2,2,2,2]	[0.03200193,0.02953313,0.64578372,0.09516170,0.01759935,0.03943842,0.00609100,0.08031924,0.04330974,0.01076177]
9d365346-eaeb-4592-9eb1-edf9312403e4	[2,2,20,2,2,2,2,2,2,2]	[0.02683241,0.01867495,0.50873929,0.00791424,0.12975924,0.02111415,0.05211192,0.07109592,0.11025302,0.05350485]
594aca39-9b30-4ded-99b0-d58ca49959fa	[2,2,20,2,2,2,2,2,2,2]	[0.04171670,0.05492178,0.47906720,0.02172637,0.04093880,0.00482305,0.02918366,0.03497615,0.17323309,0.11941321]
2cff637d-36d1-43a3-81d0-b3851bfb3b0a	[2,2,20,2,2,2,2,2,2,2]	[0.07172651,0.09568627,0.49510054,0.05702278,0.08756210,0.02211586,0.01315900,0.06631171,0.01477689,0.07653834]
afb0f697-e5de-41d6-889c-dec3c3cd7c74	[2,2,20,2,2,2,2,2,2,2]	[0.09213831,0.01904396,0.42468069,0.09028802,0.04543053,0.08215129,0.03585420,0.03804330,0.04453068,0.12783902]
50d57893-1ce6-4b80-96fd-71e9073ce4c0	[2,2,20,2,2,2,2,2,2,2]	[0.08499320,0.02635574,0.59205134,0.03702497,0.03159908,0.06854734,0.05882312,0.02104345,0.04877515,0.03078661]
87c1d485-3067-464b-a9c2-167dbc35bce7	[2,2,20,2,2,2,2,2,2,2]	[0.05781488,0.02618118,0.48284428,0.02855491,0.00772281,0.11937171,0.04271713,0.12214659,0.04420497,0.06844153]
3b0e4950-8d66-4098-828c-ebcfe5ee0820	[2,2,20,2,2,2,2,2,2,2]	[0.02383363,0.02435062,0.48096179,0.11745153,0.01856195,0.00554203,0.08299613,0.06908979,0.02893205,0.14828049]
f905dd1a-9039-444b-9d58-c64025168fa4	[2,2,20,2,2,2,2,2,2,2]	[0.16964968,0.00765685,0.46384003,0.04377857,0.06099286,0.05451881,0.04583341,0.01786870,0.06657321,0.06928787]
94a560a0-d5bd-41a4-b254-65f700d9ce7e	[2,2,20,2,2,2,2,2,2,2]	[0.10414621,0.01844608,0.61031289,0.03661062,0.01811132,0.04506315,0.02218108,0.01528330,0.09188200,0.03796336]
d63d383a-5834-4c86-a8b4-05c89cfea948	[2,2,20,2,2,2,2,2,2,2]	[0.02224363,0.09192894,0.55232877,0.00480699,0.05474350,0.05455502,0.03285693,0.03186864,0.00843510,0.14623248]
1b653f76-641b-4fbf-bcf5-2f803e83f940	[2,2,20,2,2,2,2,2,2,2]	[0.03609099,0.05605579,0.49414061,0.02404627,0.07782201,0.04860874,0.03633425,0.05561870,0.04047683,0.13080581]
d677da25-3e2b-483b-a765-36ebaeaf1c5c	[2,2,20,2,2,2,2,2,2,2]	[0.09109418,0.07470435,0.43289907,0.07657205,0.07521821,0.02171620,0.01193476,0.08850549,0.09631280,0.03104288]
a9beb8bd-63c8-4620-ae43-90076782479c	[2,2,20,2,2,2,2,2,2,2]	[0.02961019,0.05703702,0.55383025,0.01155565,0.02130772,0.06486867,0.02243571,0.09884897,0.07372896,0.06677684]
3dfcdd38-0430-46bf-bd68-85cf2230a303	[2,2,20,2,2,2,2,2,2,2]	[0.04203417,0.02056815,0.52575202,0.02005912,0.07686110,0.10448304,0.04306377,0.09538083,0.01615807,0.05563972]
88a86324-c7b9-48df-93fd-1a47924deb61	[2,2,20,2,2,2,2,2,2,2]	[0.04694017,0.08196733,0.35315673,0.07859846,0.02748672,0.04872426,0.16900804,0.07023464,0.06378880,0.06009485]
9aa52921-77af-4252-ab78-e517b31e7ccd	[2,2,20,2,2,2,2,2,2,2]	[0.09228958,0.07625086,0.55101066,0.05018489,0.04774774,0.04087536,0.01452892,0.06284085,0.02712833,0.03714284]
5bd3b38c-28f7-4a16-80dc-2a99f9e4e914	[2,2,20,2,2,2,2,2,2,2]	[0.06616839,0.03448672,0.41292717,0.04005508,0.02775667,0.12544036,0.11424247,0.11227862,0.04535074,0.02129378]
d2f75bfd-d0d5-40e1-a507-fc4a83cd58a6	[2,2,20,2,2,2,2,2,2,2]	[0.07849960,0.03252636,0.61514349,0.02382543,0.05560358,0.09142456,0.03398954,0.03389254,0.01063947,0.02445544]
0a3c6fee-f525-428c-99f1-a7233619acf8	[2,2,20,2,2,2,2,2,2,2]	[0.05966915,0.06636516,0.64633053,0.00778327,0.03741560,0.01373322,0.05749986,0.00992182,0.01795306,0.08332833]
10ad1268-98ad-4bab-8067-c2a856c4bad2	[2,2,20,2,2,2,2,2,2,2]	[0.02595462,0.10005669,0.54754620,0.03294812,0.07795008,0.03519550,0.06742049,0.02261996,0.08107107,0.00923727]
1d7a0822-e355-494a-b009-8d35d564ff22	[2,2,20,2,2,2,2,2,2,2]	[0.01800783,0.02103214,0.49808389,0.06149941,0.04813972,0.08105873,0.10622674,0.00974524,0.11495075,0.04125555]
07d4990f-dcff-4c41-bf62-8e08a02ff104	[2,2,20,2,2,2,2,2,2,2]	[0.16293935,0.02846173,0.39864664,0.08301318,0.07940759,0.02024741,0.02220796,0.09354033,0.06980458,0.04173121]
9225839e-e615-42dd-ab1b-52bf3d1fbc8b	[2,2,20,2,2,2,2,2,2,2]	[0.06133243,0.05307721,0.41678426,0.08052969,0.07005259,0.04394425,0.07657608,0.14434702,0.01797272,0.03538376]
f2dfb57f-cc9e-4520-a904-3f9a60611f5e	[2,2,20,2,2,2,2,2,2,2]	[0.04290284,0.08796576,0.51986387,0.08458176,0.03363575,0.01876245,0.05356949,0.03302957,0.05761447,0.06807403]
01d91db3-eaee-4b1b-860a-7de1937a1ede	[2,2,20,2,2,2,2,2,2,2]	[0.01066023,0.03499412,0.58610056,0.08645334,0.07926144,0.02425138,0.04301973,0.06816299,0.04072234,0.02637386]
44db9e32-6778-4d23-b8cb-766f0d1e9cb8	[2,2,20,2,2,2,2,2,2,2]	[0.04220760,0.05688699,0.41813070,0.06568022,0.04829929,0.06736437,0.04149379,0.13108675,0.05609795,0.07275232]
313ed778-3429-442b-96f5-cf45b26abcfa	[2,2,20,2,2,2,2,2,2,2]	[0.05907359,0.03433781,0.49098290,0.02422350,0.11264427,0.05466670,0.02019044,0.09609208,0.03570875,0.07207995]
c6d169ca-0fff-4f56-9753-8812392aca62	[2,2,20,2,2,2,2,2,2,2]	[0.00924669,0.09374551,0.56328892,0.02083278,0.05807572,0.11662148,0.02750484,0.02720067,0.03759571,0.04588769]
6e649d9c-99b9-4269-9536-8f892bacaf93	[2,2,20,2,2,2,2,2,2,2]	[0.07572530,0.05548097,0.44760283,0.04912344,0.11730595,0.06233910,0.03695254,0.03332314,0.04705058,0.07509614]
3fa622c7-8af8-4e6c-9c07-71a17f16ba45	[2,2,20,2,2,2,2,2,2,2]	[0.02104108,0.06492327,0.43372126,0.03858772,0.17056749,0.06048289,0.02521134,0.05065625,0.07386759,0.06094111]
990f893e-1af1-481e-a417-3a95ef59c78c	[2,2,20,2,2,2,2,2,2,2]	[0.00524231,0.04574059,0.59988842,0.06028553,0.03286987,0.07539740,0.09923288,0.01039341,0.00939478,0.06155481]
265a4ccc-bd72-4b23-9bfc-e03360456944	[2,2,20,2,2,2,2,2,2,2]	[0.10002433,0.03656129,0.42389607,0.05812116,0.07646319,0.04674617,0.11525066,0.07320442,0.03340405,0.03632866]
94d97585-2cf3-43c9-995a-6407d095e0ea	[2,2,20,2,2,2,2,2,2,2]	[0.05077793,0.03809408,0.39448988,0.05913680,0.03190819,0.03645486,0.02041397,0.13508336,0.07657312,0.15706781]
5c298f7b-2074-4582-b318-824bda803671	[2,2,20,2,2,2,2,2,2,2]	[0.03472499,0.06904660,0.53759429,0.02572923,0.03444909,0.06633692,0.01768470,0.08651857,0.04890535,0.07901026]
9a02af47-11aa-4d5e-85b0-c7e6cfb8d9e6	[2,2,20,2,2,2,2,2,2,2]	[0.06298233,0.01080301,0.55912656,0.09668079,0.05329122,0.04808680,0.05325336,0.00826311,0.10338821,0.00412460]
d2fa0bbf-a72f-4fa4-a667-d681553141f7	[2,2,20,2,2,2,2,2,2,2]	[0.10716474,0.03288400,0.56325338,0.00679751,0.07418471,0.06578330,0.06304112,0.00644282,0.02294377,0.05750464]
ba173971-beab-4926-8be0-ed6c171408c6	[2,2,20,2,2,2,2,2,2,2]	[0.09286339,0.02019032,0.42048076,0.05516270,0.18547069,0.02630633,0.03274923,0.02900878,0.03998083,0.09778696]
8a3f93dd-d4f3-4101-a27b-3a6b5c1bd5fd	[2,2,20,2,2,2,2,2,2,2]	[0.03650108,0.17276404,0.46130124,0.09129114,0.03044786,0.01274705,0.03645554,0.05618165,0.02039127,0.08191913]
171486cc-d746-44bf-8a4b-f0441cdc2167	[2,2,20,2,2,2,2,2,2,2]	[0.02481087,0.01467601,0.67620644,0.01826278,0.02421934,0.05881392,0.02777767,0.01516700,0.02230037,0.11776559]
a1613c97-905f-45ae-90a5-bffaed8759f8	[2,2,20,2,2,2,2,2,2,2]	[0.06817846,0.07773259,0.56540733,0.06219996,0.03300030,0.05039024,0.00604830,0.08790351,0.03275874,0.01638056]
8ced09d7-5b80-4ec8-8175-004c37eacae4	[2,2,20,2,2,2,2,2,2,2]	[0.04300247,0.03213170,0.53300922,0.03592858,0.02263869,0.03658872,0.09523635,0.07181968,0.05571249,0.07393208]
1f66626e-546d-46dc-a1d7-fd2b052b3182	[2,2,20,2,2,2,2,2,2,2]	[0.06535749,0.01969773,0.57497374,0.08890133,0.09225944,0.01612677,0.02792829,0.02461866,0.03259021,0.05754634]
2dbaba16-af3b-4b05-a570-a66cc694566f	[2,2,20,2,2,2,2,2,2,2]	[0.05185720,0.05186838,0.39505896,0.02989488,0.10687168,0.09785806,0.04357626,0.07875439,0.05954154,0.08471865]
551a9d6c-a670-4e40-b2ea-5809c8a34692	[2,2,20,2,2,2,2,2,2,2]	[0.06371751,0.03632795,0.47724574,0.04897171,0.03705178,0.03132675,0.10714783,0.03708618,0.05926852,0.10185603]
8a8668f4-502c-4192-bb99-9f916c5b0c1d	[2,2,20,2,2,2,2,2,2,2]	[0.05758431,0.05580313,0.45469080,0.05295827,0.03132552,0.18680149,0.01168631,0.03506893,0.05824322,0.05583801]
1290a750-a2fd-42c3-bb16-d39e6af71f23	[2,2,20,2,2,2,2,2,2,2]	[0.04254794,0.01067511,0.46864427,0.06219189,0.00748497,0.08310821,0.11794193,0.09340708,0.10616042,0.00783817]
a5b1bc00-55c7-4f2a-9970-0f4759add65e	[2,2,20,2,2,2,2,2,2,2]	[0.04172568,0.02198856,0.41077121,0.03518716,0.13842593,0.16355885,0.02461600,0.05394884,0.06781632,0.04196145]
a0c2ce1d-65a0-4962-b8a2-ee8e04834d9b	[2,2,20,2,2,2,2,2,2,2]	[0.12865971,0.03899840,0.55935893,0.02822381,0.04568537,0.00251225,0.04739773,0.06175843,0.06463826,0.02276710]
3eafe037-0eba-434f-8d5d-bcb9a948d32a	[2,2,20,2,2,2,2,2,2,2]	[0.05318801,0.05238485,0.55761644,0.08221912,0.01827577,0.03868962,0.00860366,0.07708610,0.02099639,0.09094003]
