item_id	alpha	topic_vector
f1fff2b9-565f-45ad-98c6-d9679e28a080	[2,2,2,2,2,2,2,2,20,2]	[0.03418110,0.09922759,0.02174639,0.02632187,0.06885033,0.02596138,0.03829486,0.00415665,0.61641499,0.06484485]
b40ac3b9-b402-4b68-a2c3-94238122ae08	[2,2,2,2,2,2,2,2,20,2]	[0.08810597,0.01864373,0.12020808,0.03884496,0.09337810,0.05391567,0.07299984,0.05696660,0.44782061,0.00911644]
92ca7778-7f40-45e1-9065-9325750da0ea	[2,2,2,2,2,2,2,2,20,2]	[0.09307927,0.00215877,0.07451163,0.09299762,0.01105215,0.02786861,0.00981578,0.02342132,0.59653878,0.06855606]
fd5ebff0-f37d-4b0e-9788-527c9485a1f0	[2,2,2,2,2,2,2,2,20,2]	[0.07189143,0.03239424,0.00294234,0.01468389,0.03765404,0.01794762,0.08675367,0.13429763,0.58882029,0.01261485]
8ab655a5-3cf8-4288-bc1b-7daf4e365133	[2,2,2,2,2,2,2,2,20,2]	[0.10253574,0.04605769,0.04143398,0.06290915,0.01423291,0.03053932,0.03925200,0.05112501,0.54908416,0.06283002]
283eab5c-79f5-44a3-a584-319bf99f0615	[2,2,2,2,2,2,2,2,20,2]	[0.03383245,0.00970697,0.04562265,0.05027293,0.00921448,0.03227352,0.06264931,0.03671359,0.68433186,0.03538224]
d38df7bd-9ca9-4314-8f13-a5943465fac8	[2,2,2,2,2,2,2,2,20,2]	[0.06779541,0.01837957,0.04285047,0.04447248,0.08040572,0.03264664,0.12670385,0.12346937,0.42139003,0.04188646]
efb1ac71-7d79-4566-b361-da254df52b58	[2,2,2,2,2,2,2,2,20,2]	[0.01096831,0.05017322,0.02335683,0.03853507,0.02875199,0.18281200,0.03147200,0.02931531,0.52816231,0.07645295]
86a146eb-315d-460a-b618-7493d1fea99b	[2,2,2,2,2,2,2,2,20,2]	[0.04025703,0.07319965,0.15312061,0.02586699,0.01153536,0.04450420,0.06852061,0.09291663,0.45621543,0.03386350]
889261a8-5ed7-4c79-b904-a4b49ec0ef1e	[2,2,2,2,2,2,2,2,20,2]	[0.02489409,0.11529179,0.06053695,0.00873985,0.17515876,0.01769859,0.10046166,0.05688881,0.39563098,0.04469850]
1fabddd5-3f72-49d8-8891-865c10153650	[2,2,2,2,2,2,2,2,20,2]	[0.04046635,0.01306728,0.07342115,0.09793056,0.05085992,0.03958918,0.07753132,0.00185552,0.56700726,0.03827146]
73815007-30f6-4872-83cc-51f9c41d1146	[2,2,2,2,2,2,2,2,20,2]	[0.05080389,0.01190273,0.00651195,0.02034675,0.07071622,0.03676369,0.02021952,0.16524703,0.56644570,0.05104252]
fe4f7a5b-462b-4bb3-a359-8cc93d1d3fd5	[2,2,2,2,2,2,2,2,20,2]	[0.09949439,0.04720010,0.06223461,0.02076165,0.04414852,0.12560875,0.05661063,0.05074424,0.48038365,0.01281345]
415c1e7a-7292-4816-87d6-6b1bea9fe45d	[2,2,2,2,2,2,2,2,20,2]	[0.09969967,0.04302014,0.02538855,0.01237844,0.05697408,0.01614662,0.10030700,0.02671755,0.55906550,0.06030246]
385f2815-0429-4174-81a8-5b2f20099ccf	[2,2,2,2,2,2,2,2,20,2]	[0.04769332,0.07400432,0.02493089,0.03971479,0.06033747,0.10960607,0.07033722,0.07976297,0.44084553,0.05276742]
53a6e948-4eba-4a42-9633-8870f8430d1e	[2,2,2,2,2,2,2,2,20,2]	[0.12724670,0.04908149,0.06810768,0.01059659,0.08298436,0.06032593,0.07910351,0.03990134,0.39685826,0.08579413]
38c65101-8232-4cbe-9ca1-cb674dcb0fe6	[2,2,2,2,2,2,2,2,20,2]	[0.02342282,0.01000027,0.04802217,0.12851322,0.02042217,0.02426526,0.07452520,0.03603748,0.60028823,0.03450318]
359e3f8a-a30f-4a72-9ed3-e0acf4def6ca	[2,2,2,2,2,2,2,2,20,2]	[0.02594424,0.01833647,0.04638630,0.01823301,0.02466149,0.07929264,0.14268496,0.05077747,0.56650743,0.02717599]
13a34cb7-443c-4e6c-af02-27c9421a1607	[2,2,2,2,2,2,2,2,20,2]	[0.04516211,0.06386363,0.03047525,0.03830990,0.08995887,0.05596102,0.04902781,0.04716690,0.51798051,0.06209401]
80751559-c51d-4b3a-879d-4933a3f794da	[2,2,2,2,2,2,2,2,20,2]	[0.02100836,0.00777431,0.01317446,0.03298256,0.05842533,0.06962682,0.01029725,0.05432699,0.66030042,0.07208351]
69bc3317-74b4-4275-93aa-792a181a7f6b	[2,2,2,2,2,2,2,2,20,2]	[0.04581934,0.04868379,0.04483346,0.02738417,0.08217852,0.01804283,0.04764610,0.00840459,0.63078825,0.04621894]
6123e992-ade9-4462-a638-0473a93dd93d	[2,2,2,2,2,2,2,2,20,2]	[0.01278476,0.13128587,0.04691543,0.01591664,0.16825079,0.04103279,0.02569557,0.06010275,0.46470460,0.03331081]
2ae7f28a-e70f-4f0a-93ee-b3a0ae417a6d	[2,2,2,2,2,2,2,2,20,2]	[0.11866770,0.04102938,0.06845629,0.12231082,0.04000952,0.02426076,0.07788461,0.01499303,0.48020564,0.01218224]
76541792-14e9-4892-a7be-31a64d62f740	[2,2,2,2,2,2,2,2,20,2]	[0.08190380,0.03660909,0.05629424,0.01636542,0.04679945,0.04799227,0.11572409,0.05290097,0.50657421,0.03883645]
f6687b4f-4ebd-44f6-b228-a83136712b5b	[2,2,2,2,2,2,2,2,20,2]	[0.00233572,0.06484206,0.04496347,0.04323997,0.03533673,0.04323959,0.02995457,0.08902385,0.49059311,0.15647092]
