item_id	alpha	topic_vector
2872bbf4-dc85-4343-aecf-52d61692d6b0	[2,2,2,2,2,20,2,2,2,2]	[0.04604294,0.00282065,0.00949894,0.05831217,0.01474875,0.68685825,0.03957804,0.00586726,0.09672766,0.03954535]
2b2c988a-7117-4635-9c2e-7973f71d6f22	[2,2,2,2,2,20,2,2,2,2]	[0.04653665,0.06126529,0.00902568,0.05247433,0.02446256,0.63482675,0.03650915,0.05888199,0.04146397,0.03455363]
03baae5e-88bf-4c0b-889f-dba54d2df288	[2,2,2,2,2,20,2,2,2,2]	[0.02685802,0.01162678,0.00886992,0.01867039,0.10451303,0.61941716,0.03636367,0.03666885,0.04515490,0.09185727]
aeb05d1c-14f0-4d7b-b693-cef04e594c2a	[2,2,2,2,2,20,2,2,2,2]	[0.03317690,0.07854137,0.01249408,0.07278264,0.11159614,0.51781272,0.01563365,0.06160470,0.04248903,0.05386877]
ccff388a-cb80-4b62-ace2-b33afdf82bfb	[2,2,2,2,2,20,2,2,2,2]	[0.05825828,0.02258981,0.01967894,0.15297795,0.04519466,0.47855672,0.05588700,0.06609320,0.04015272,0.06061073]
db9c94a8-227b-44b4-8407-90ecf5909f60	[2,2,2,2,2,20,2,2,2,2]	[0.03398998,0.01048278,0.02667187,0.05304948,0.04757953,0.73199776,0.03223589,0.00598709,0.04269177,0.01531385]
ed17fbf4-df77-4a54-bdd1-6d86768bc2a5	[2,2,2,2,2,20,2,2,2,2]	[0.03222169,0.04469500,0.02332275,0.01146885,0.03467160,0.71666884,0.04854994,0.05122517,0.02130701,0.01586913]
7f684159-a59a-4d3d-888d-968a6c75af35	[2,2,2,2,2,20,2,2,2,2]	[0.11594129,0.00304474,0.02836902,0.16422022,0.05000922,0.45315408,0.07444861,0.03822198,0.00826496,0.06432588]
995ff100-525d-4456-826a-2175bbf56b77	[2,2,2,2,2,20,2,2,2,2]	[0.04310149,0.04119101,0.05896243,0.01316068,0.05218541,0.51476393,0.08602937,0.02110395,0.09670463,0.07279710]
6eb7decb-3915-403f-b027-8a680f72a5d5	[2,2,2,2,2,20,2,2,2,2]	[0.03759639,0.04243026,0.00270038,0.04149926,0.07135997,0.48028744,0.08850610,0.05851181,0.15394397,0.02316441]
d36669f7-dc57-4888-acd1-71c99db96a4a	[2,2,2,2,2,20,2,2,2,2]	[0.06784778,0.01131793,0.03628922,0.06227275,0.07091906,0.48123875,0.09713596,0.11188750,0.02386964,0.03722141]
c8eae2e0-ef2b-4780-ae58-bf8f509ca9a8	[2,2,2,2,2,20,2,2,2,2]	[0.03080343,0.02478657,0.09669807,0.09593730,0.03166827,0.54298795,0.08080322,0.04641775,0.02971744,0.02017998]
13fe36a0-3ee9-48af-9a23-cd0708f8754b	[2,2,2,2,2,20,2,2,2,2]	[0.08006788,0.01368637,0.03728143,0.03212259,0.01279386,0.56726769,0.04049908,0.02025130,0.11556153,0.08046827]
fc7be934-001e-47be-81f4-8e058503e903	[2,2,2,2,2,20,2,2,2,2]	[0.03839865,0.07074115,0.08276032,0.09431479,0.02059346,0.55858716,0.03216480,0.04390127,0.02153873,0.03699968]
47962637-5d38-4bef-b15c-89f95dbf80df	[2,2,2,2,2,20,2,2,2,2]	[0.08201591,0.12729964,0.03925673,0.01897273,0.14018110,0.44474978,0.00776836,0.02650842,0.09179308,0.02145425]
99568758-05e1-4027-bf08-1e1711a8232b	[2,2,2,2,2,20,2,2,2,2]	[0.01032498,0.03321010,0.09026317,0.04313800,0.00866336,0.59824702,0.03944017,0.06053564,0.00677814,0.10939941]
252df1ac-1748-4bda-b0ff-c190d63d79ae	[2,2,2,2,2,20,2,2,2,2]	[0.03113601,0.00864898,0.05105625,0.08507635,0.06752115,0.59992588,0.06320010,0.04759912,0.00948781,0.03634835]
76245a02-8456-476c-923d-5d8e9d0cea48	[2,2,2,2,2,20,2,2,2,2]	[0.03405907,0.11385770,0.09636784,0.03040146,0.07973671,0.54412576,0.00818755,0.00295867,0.07304672,0.01725852]
f6076936-037d-4d0c-9510-387ad3c414ae	[2,2,2,2,2,20,2,2,2,2]	[0.02117410,0.03022914,0.09145807,0.11987813,0.11809910,0.44426486,0.02906765,0.02492757,0.09141044,0.02949094]
be776adf-b825-47ad-b514-34a7dcb5dec5	[2,2,2,2,2,20,2,2,2,2]	[0.02818771,0.05522256,0.03270165,0.04062436,0.02736439,0.47901814,0.06755451,0.04643159,0.06774565,0.15514943]
c403580e-3e6b-4bf7-bf85-8173d2abb308	[2,2,2,2,2,20,2,2,2,2]	[0.07918666,0.04457362,0.06001413,0.10537434,0.03288601,0.50190941,0.05925296,0.04392660,0.02031902,0.05255724]
7c5d057e-ead1-461f-b1f3-841f900ea933	[2,2,2,2,2,20,2,2,2,2]	[0.08438505,0.04604390,0.01162813,0.05152033,0.02593184,0.61912262,0.04860198,0.01960548,0.05433776,0.03882293]
611a9a1d-3e23-410f-a139-f82068ee75d6	[2,2,2,2,2,20,2,2,2,2]	[0.12267911,0.03322748,0.07542516,0.01103089,0.05531565,0.46799448,0.05885506,0.06896035,0.07332720,0.03318462]
8209831a-6b99-4e3f-9bf6-d1720faef2ae	[2,2,2,2,2,20,2,2,2,2]	[0.04735431,0.09402086,0.13240799,0.04859857,0.09580311,0.42042512,0.03154140,0.05270437,0.04019515,0.03694911]
3991eb37-b0f8-4e72-9eaf-129488ea65b0	[2,2,2,2,2,20,2,2,2,2]	[0.10393163,0.02002180,0.02197547,0.01456596,0.06295180,0.56104537,0.09701109,0.05898546,0.03177687,0.02773453]
7546a439-b16a-4fbe-943f-0a9df7dbf872	[2,2,2,2,2,20,2,2,2,2]	[0.03462006,0.01349370,0.08178385,0.02925177,0.00933597,0.61588957,0.03503142,0.06030694,0.02490098,0.09538575]
9003c843-c3f6-4b13-8544-f04a274ff432	[2,2,2,2,2,20,2,2,2,2]	[0.02123633,0.03404844,0.00711513,0.10490668,0.02494257,0.55949879,0.06137524,0.09342566,0.05240548,0.04104568]
bdd39252-481e-4042-8b91-ec445f8f6613	[2,2,2,2,2,20,2,2,2,2]	[0.08703859,0.06074427,0.03628237,0.10832408,0.06421278,0.39039620,0.12176736,0.02729412,0.09327654,0.01066368]
a7282ced-1021-4004-b4bd-618a22fafb31	[2,2,2,2,2,20,2,2,2,2]	[0.09102872,0.01548437,0.05405022,0.06609483,0.03877076,0.55272627,0.01888064,0.08450983,0.05622602,0.02222835]
adb31ecd-52a4-497c-9ab1-6d52dfe1b496	[2,2,2,2,2,20,2,2,2,2]	[0.05045137,0.05161683,0.04276580,0.00261980,0.03000061,0.57614977,0.05999982,0.05871051,0.04877255,0.07891294]
3e24d48d-d795-419e-8b2d-031899ea413f	[2,2,2,2,2,20,2,2,2,2]	[0.02934186,0.02422196,0.15404296,0.02675502,0.01445770,0.53521017,0.05185642,0.09347334,0.03544180,0.03519877]
66bf7645-218c-4521-a6b3-820d8118f330	[2,2,2,2,2,20,2,2,2,2]	[0.04355633,0.02762995,0.01053711,0.01411400,0.10032035,0.59872289,0.04241576,0.06371814,0.07371512,0.02527035]
1d9b3916-0eed-431d-abbd-a42e91ee2587	[2,2,2,2,2,20,2,2,2,2]	[0.01591902,0.08562271,0.00358462,0.05909900,0.04555151,0.58451133,0.06066099,0.05816210,0.01746956,0.06941917]
cd6dbbdd-5cdf-46aa-8edd-937301284bfe	[2,2,2,2,2,20,2,2,2,2]	[0.05388567,0.01959977,0.04578686,0.01419126,0.03471838,0.75830475,0.01656577,0.00954038,0.01307970,0.03432746]
916a5701-8f80-4253-b68b-9898db22b2a5	[2,2,2,2,2,20,2,2,2,2]	[0.08783223,0.05621293,0.01521105,0.08702333,0.00754885,0.47992340,0.03363660,0.11495652,0.05794939,0.05970571]
896a0ee1-5906-4667-a943-194a6ced07f6	[2,2,2,2,2,20,2,2,2,2]	[0.01289274,0.03044394,0.08628585,0.05896413,0.07437341,0.53309530,0.08693980,0.01280719,0.03864054,0.06555710]
748015f8-fdfe-4480-932b-96ad64372c8b	[2,2,2,2,2,20,2,2,2,2]	[0.00962052,0.00203193,0.15895613,0.05304168,0.00854722,0.59273824,0.01563223,0.02176015,0.10655685,0.03111506]
b4058b66-7a6c-4ca7-92a5-1473d3e83136	[2,2,2,2,2,20,2,2,2,2]	[0.02317673,0.01134634,0.02773235,0.04177747,0.02331523,0.68799309,0.01431858,0.01423777,0.02681167,0.12929077]
6eff9081-1b78-45db-a56e-0a009fb421e6	[2,2,2,2,2,20,2,2,2,2]	[0.07710235,0.02845791,0.02847783,0.01733522,0.03286384,0.52198187,0.07458363,0.06366073,0.03196284,0.12357378]
39856791-d3e1-4404-af2d-9fb4b75d055b	[2,2,2,2,2,20,2,2,2,2]	[0.02948907,0.01285598,0.06368885,0.11163660,0.05157544,0.47361357,0.05981516,0.06566683,0.07091695,0.06074155]
a2cb1306-5e08-40a7-820d-a9fc573364f4	[2,2,2,2,2,20,2,2,2,2]	[0.09364453,0.01521981,0.00071135,0.00579920,0.01210976,0.59444781,0.03130819,0.11710886,0.01414111,0.11550938]
9c0de0ae-e9b7-4773-ba03-dff9776bed54	[2,2,2,2,2,20,2,2,2,2]	[0.01535982,0.02866600,0.00602360,0.08676045,0.03189736,0.64826007,0.07296051,0.02809562,0.01771846,0.06425812]
9bafab81-83e1-4631-bd60-3ff8e8938703	[2,2,2,2,2,20,2,2,2,2]	[0.04324107,0.02108606,0.04572533,0.00482671,0.05691574,0.57837302,0.01406931,0.09836424,0.08429127,0.05310724]
f70b98b8-1bfa-41f2-ac06-93a1eb335d3b	[2,2,2,2,2,20,2,2,2,2]	[0.01873208,0.07119118,0.03226004,0.05126119,0.07616098,0.37603605,0.00748054,0.02963974,0.15634939,0.18088880]
8283a853-436a-4ecf-9fae-2d7306c8b327	[2,2,2,2,2,20,2,2,2,2]	[0.04798949,0.07370761,0.03533926,0.03923675,0.03069646,0.55905791,0.10434531,0.03852379,0.03910326,0.03200016]
4d4bf9ae-38bd-44fd-8eff-e5a319ce7cb4	[2,2,2,2,2,20,2,2,2,2]	[0.09609806,0.06094972,0.01358774,0.11365200,0.00201873,0.54580839,0.06845191,0.03496321,0.03429813,0.03017212]
814a3620-e0ca-44b9-9876-3da2fc2f8b16	[2,2,2,2,2,20,2,2,2,2]	[0.01490766,0.11282493,0.03511435,0.01465176,0.10823626,0.46016311,0.05161444,0.12496283,0.05690780,0.02061686]
2fbcb38d-1d45-40d9-b131-956714412543	[2,2,2,2,2,20,2,2,2,2]	[0.07584192,0.02163986,0.03224184,0.05929476,0.09233212,0.48490630,0.04121415,0.04086149,0.10374943,0.04791811]
47164f8e-03f4-4c9d-bf3a-4e97ecb83075	[2,2,2,2,2,20,2,2,2,2]	[0.09809874,0.02006605,0.01870680,0.07711782,0.04448896,0.59100968,0.07515712,0.00917178,0.02929209,0.03689096]
e9c32fd5-246f-4018-b4f3-a3e2a2404168	[2,2,2,2,2,20,2,2,2,2]	[0.04380544,0.03257131,0.04314141,0.04489280,0.02287557,0.55122397,0.11356250,0.06282605,0.05022274,0.03487820]
7ab44318-e143-4499-a878-b467004682e2	[2,2,2,2,2,20,2,2,2,2]	[0.04561343,0.04911453,0.01546410,0.07546932,0.02641287,0.59646510,0.04177843,0.07638429,0.06173608,0.01156186]
4c1e1ba3-b880-4dcf-a3fe-5890302027d9	[2,2,2,2,2,20,2,2,2,2]	[0.10730065,0.02236094,0.02864828,0.03081691,0.00873891,0.51883685,0.09153807,0.11228325,0.03713308,0.04234307]
5ca9ee0e-85f6-4e3f-a1e2-d1d55ae9148b	[2,2,2,2,2,20,2,2,2,2]	[0.07976119,0.04070320,0.10428882,0.04367467,0.02113238,0.55957854,0.01145227,0.05375488,0.06157399,0.02408007]
a23b4c78-173d-4259-b892-52a4c8c8b1bd	[2,2,2,2,2,20,2,2,2,2]	[0.05138220,0.03168313,0.01993565,0.00844543,0.01103890,0.64657539,0.03064755,0.05195714,0.03398110,0.11435350]
5e9b9d64-faf5-4249-b3d6-9329aab4b061	[2,2,2,2,2,20,2,2,2,2]	[0.02239739,0.04656208,0.02935114,0.08968527,0.05766663,0.51534946,0.01409661,0.16683021,0.03889317,0.01916803]
51c8f3d6-bc54-4637-818d-b42ae3c12e8d	[2,2,2,2,2,20,2,2,2,2]	[0.01170515,0.01470420,0.05538447,0.11177010,0.06764785,0.43910604,0.05529532,0.13550756,0.04107998,0.06779933]
f597b7da-d91f-4c39-96ed-c44a113ed4cc	[2,2,2,2,2,20,2,2,2,2]	[0.04375556,0.08130754,0.02798577,0.00057089,0.01892403,0.58158298,0.05250275,0.03923013,0.03857614,0.11556421]
6ef20f21-881e-4559-ae27-65b48c2b4537	[2,2,2,2,2,20,2,2,2,2]	[0.01444453,0.03747106,0.00899628,0.06138167,0.04473259,0.66598028,0.01391332,0.10978251,0.01577868,0.02751908]
e5a29390-c9c5-4fe6-b30b-f5c1567f74e5	[2,2,2,2,2,20,2,2,2,2]	[0.01813284,0.23118475,0.08500043,0.08567229,0.02923853,0.41011875,0.04531311,0.03845043,0.00904914,0.04783973]
01d36abf-ad4a-438e-b229-a435d30209e8	[2,2,2,2,2,20,2,2,2,2]	[0.04180131,0.05837451,0.00346580,0.01261720,0.01974035,0.60315164,0.08587805,0.05335828,0.03082275,0.09079011]
ab36c52d-2c04-42c0-b558-2d1dcf61a3d4	[2,2,2,2,2,20,2,2,2,2]	[0.05398057,0.09700408,0.06132156,0.00776541,0.00306063,0.47461772,0.08268352,0.02761705,0.11450849,0.07744097]
1412651d-9eed-4d7a-8716-92fdad04f0ac	[2,2,2,2,2,20,2,2,2,2]	[0.15311991,0.04575400,0.02627507,0.02267587,0.09337105,0.50204229,0.01319467,0.03727723,0.07461395,0.03167597]
6190afc2-f7d1-4cff-a88e-8ef6a4728064	[2,2,2,2,2,20,2,2,2,2]	[0.08676979,0.09871073,0.00129017,0.05647059,0.02518317,0.58298661,0.05790095,0.04593333,0.03628365,0.00847101]
315eb8da-ed7f-41a8-bd0d-f7475990adb6	[2,2,2,2,2,20,2,2,2,2]	[0.17709998,0.01319914,0.13042695,0.06953176,0.02759991,0.42744170,0.00845596,0.04347800,0.00805171,0.09471488]
f76e28aa-1632-4fb1-acf9-9f8a1c7317be	[2,2,2,2,2,20,2,2,2,2]	[0.05083844,0.04035898,0.04455801,0.05240523,0.03128113,0.46425925,0.13696118,0.08636244,0.06595773,0.02701761]
43389356-bcbd-4ef8-b8a1-b71d9703f1a1	[2,2,2,2,2,20,2,2,2,2]	[0.00664464,0.08214572,0.06036878,0.04649898,0.05273507,0.49929824,0.02448979,0.11743185,0.00449991,0.10588701]
6c379efa-fec3-4504-8ab9-840764a87985	[2,2,2,2,2,20,2,2,2,2]	[0.13611525,0.07364715,0.07099318,0.02211257,0.02538233,0.54574758,0.01351356,0.02366802,0.05481824,0.03400211]
